No,itemId,itemName,nameJP,nameTrans,itemType,itemSubtype,buttonType,dataType,required,format,minLength,maxLength,defaultValue,validationNote,description,userAction,transitionNote,databaseTable,databaseColumn,databaseNote,qa
"3.5","img-011","Ô chọn Thực thể","エンティティ","Entity filter","dropdown","ô chọn một giá trị kèm nhãn và dòng nhắc",,"string","false",,,,"Tất cả",,"Mục đích và ngữ cảnh: Tiêu chí phụ; không do FR-AUDIT-02 đòi nhưng cần để thu hẹp kết quả cho đạt ngưỡng thời gian phản hồi.
Thành phần hiển thị: Nhãn Thực thể; ô chọn hiện Tất cả kèm mũi chỉ xuống; dòng nhắc ghi field số 5 là tiêu chí phụ không do yêu cầu khách đòi và mục đích là thu hẹp kết quả để đạt ngưỡng NFR-PERF-01.
Chức năng và logic: Là tiện ích thêm nên giá trị lạ có thể bỏ qua bộ lọc; khác với bốn tiêu chí bắt buộc.","on_click",,"audit_log","entity","Cột đã tồn tại và lọc được trực tiếp. Sắc thái: cùng cột này đang gánh cả vai trò lọc theo loại thực thể và vai trò một nửa của việc tra theo mã giao dịch.","Tập giá trị loại thực thể nạp từ server hay viết cứng ở giao diện?
Chọn thực thể có tự thu hẹp tập giá trị của ô chọn Loại thao tác không?
Định dạng nhãn hiển thị một loại thực thể là gì; ảnh chỉ cho thấy dòng Tất cả."
"3.6","img-012","Ô chọn Người thực hiện","実行者","Actor filter","dropdown","ô chọn một giá trị kèm nhãn và dòng nhắc",,"string","false",,,,,,"Mục đích và ngữ cảnh: Tiêu chí phụ; là chủ thể đã bấm nút; khác hẳn với người tham gia của bản ghi.
Thành phần hiển thị: Nhãn Người thực hiện; ô chọn hiện Chọn kèm mũi chỉ xuống; dòng nhắc ghi field số 6 là tiêu chí phụ; hiện tên hiển thị; và nói rõ không hiện thư điện tử ở bất kỳ cột nào theo mục bảo vệ thông tin cá nhân.
Chức năng và logic: Ràng buộc không hiện thư điện tử là ràng buộc bảo mật áp cho toàn màn; không riêng field này.","on_click",,"audit_log","actor_id","Cột đã tồn tại và trỏ tới bảng người dùng nội bộ; chỉ lấy tên hiển thị. Sắc thái: cột cho phép rỗng vì có đường ghi xảy ra trước khi có phiên đăng nhập.","Danh sách chọn có bao gồm cả tài khoản đã bị vô hiệu không?
Có chọn được giá trị hệ thống để tìm các bản ghi không có người thực hiện không?
Định dạng nhãn hiển thị một người thực hiện là gì; ảnh chỉ cho thấy dòng mặc định."
"3.7","img-013","Nút Tra cứu","照会","Search button","button","nút hành động chính cuối khối","text_only",,,,,,,,"Mục đích và ngữ cảnh: Kích hoạt tra cứu; là hành động duy nhất làm đổi nội dung khối kết quả.
Thành phần hiển thị: Nút chữ Tra cứu ở đầu hàng nút cuối khối bộ lọc.
Chức năng và logic: Không đổi dữ liệu; chỉ đọc. Trong lúc tra cứu thì khối kết quả vào trạng thái đang tải.","on_click","Nạp lại khối kết quả theo các điều kiện đang đặt; ở lại cùng màn và không điều hướng.",,,,"Bấm Tra cứu khi chưa đặt điều kiện nào thì trả toàn bộ bảng hay yêu cầu tối thiểu một điều kiện?
Điều kiện tra cứu có được giữ lại trên đường dẫn để chia sẻ lại kết quả không; nếu có thì có rủi ro gì với dữ liệu nhạy?"
"3.8","img-014","Nút Xoá điều kiện","条件クリア","Clear filter button","button","nút phụ cuối khối","text_only",,,,,,,,"Mục đích và ngữ cảnh: Cho người điều tra bắt đầu lại một câu hỏi mới mà không phải sửa từng ô.
Thành phần hiển thị: Nút chữ Xoá điều kiện cạnh nút Tra cứu; kiểu nút phụ.
Chức năng và logic: Đặt các ô nhập về rỗng và các ô chọn về giá trị Tất cả.","on_click","Trả mọi điều kiện về giá trị mặc định.",,,,"Xoá điều kiện có tự tra cứu lại ngay hay chỉ xoá rồi chờ người dùng bấm Tra cứu?"
"3.9","img-015","Ghi chú kết hợp bốn tiêu chí",,"Criteria combination note","label","đoạn nhắc dưới khối",,,,,,,,,"Mục đích và ngữ cảnh: Chốt hai yêu cầu về hình dạng truy vấn mà bốn tiêu chí bắt buộc phải thoả.
Thành phần hiển thị: Một đoạn chữ nhỏ: bốn tiêu chí bắt buộc phải kết hợp được với nhau vì đó là kịch bản điều tra thật gồm một người tham gia một ngày nghiệp vụ một loại thao tác; mỗi tiêu chí phải đứng một mình cũng chạy được; mỗi tiêu chí đòi một cột lọc được và một index.
Chức năng và logic: Tĩnh; là ràng buộc thiết kế nối sang khối hiệu năng bên dưới.",,,,,,
"4","img-016","Khối kết quả tra cứu",,"Result block","others","khối bảng bảy cột kèm ghi chú và ba nút",,,,,,,,,"Mục đích và ngữ cảnh: Nơi trả lời câu hỏi của người điều tra; khối này chạm dữ liệu nhạy nên chỉ vẽ khung và nhãn.
Thành phần hiển thị: Tiêu đề khối nêu phạm vi field số 7 tới số 11 và nói rõ chỉ vẽ khung và nhãn; bảng bảy cột với hai hàng mẫu ở hai ca khác nhau; một đoạn ghi chú; ba nút phân trang và xuất.
Chức năng và logic: Chỉ đọc; không có form ghi nào trên màn. Phân trang thực hiện phía server.",,,,,,
"4.1","img-017","Bảng kết quả audit","監査ログ一覧","Audit result table","table","bảng bảy cột chỉ đọc",,,,,,,,,"Mục đích và ngữ cảnh: Trình bày từng bản ghi audit trên một hàng; đủ để truy được bốn thứ mà điều kiện nghiệm thu của phía ghi đòi.
Thành phần hiển thị: Bảy cột: thời điểm · ngày nghiệp vụ · thao tác · thực thể và mã · người thực hiện · lý do · trước và sau; hai hàng mẫu chỉ chứa nhãn dạng chứ không chứa dữ liệu thật.
Chức năng và logic: Sắp xếp mặc định theo thời điểm giảm dần. Bảng chỉ tăng theo thời gian nên phân trang là bắt buộc từ đầu; không tải hết rồi lọc ở giao diện.",,,"audit_log","created_at; action; entity; entity_id; actor_id; reason; before; after","Bảng audit đã tồn tại với đủ tám cột trên và đang được ghi thật ở nhiều điểm gọi khắp hệ. Riêng cột ngày nghiệp vụ thì CHƯA TỒN TẠI nên cột thứ hai của bảng hiện chưa có nguồn.","Bảng phân trang bao nhiêu dòng một trang và trần kết quả là bao nhiêu?
Có cho đổi cách sắp xếp theo cột không; nếu có thì cột nào?
Hai hàng mẫu cố ý không chứa dữ liệu thật; bản dựng có cần chế độ che dữ liệu cho môi trường trình diễn không?"
"4.1.1","img-018","Hàng tiêu đề bảng kết quả",,"Result table header row","label","hàng tiêu đề bảng",,,,,,,,,"Mục đích và ngữ cảnh: Đặt tên bảy cột của bảng kết quả.
Thành phần hiển thị: Một hàng nền xám nhạt với bảy nhãn: Thời điểm · Ngày nghiệp vụ · Thao tác · Thực thể và ID · Người thực hiện · Lý do · Trước và Sau.
Chức năng và logic: Tĩnh.",,,,,,
"4.1.2","img-019","Hàng bản ghi có người thực hiện — đại diện",,"Audit row with actor (representative)","others","hàng dữ liệu bảng",,,,"YYYY-MM-DD hh:mm",,,,,"Mục đích và ngữ cảnh: Ca thông thường: một thao tác do một người dùng nội bộ thực hiện; có lý do và có nội dung trước sau.
Thành phần hiển thị: Bảy ô mang nhãn dạng: thời điểm dạng YYYY-MM-DD hh:mm · ngày nghiệp vụ dạng YYYY-MM-DD · nhãn thao tác · nhãn thực thể kèm mã · tên hiển thị người thực hiện · nhãn lý do có thể rỗng · một nút mở panel so sánh.
Chức năng và logic: Chỉ đọc. Nội dung trước và sau không hiện thô trên bảng vì là dữ liệu tự do; chỉ mở trong panel so sánh.",,,"audit_log","created_at; action; entity; entity_id; actor_id; reason","Sáu cột này đã tồn tại thật. Ô ngày nghiệp vụ trên hàng thì CHƯA TỒN TẠI cột tương ứng.","Lý do rỗng thì hiện dấu gạch hay để ô trống?
Tên hiển thị của người thực hiện dài quá thì cắt bớt hay xuống dòng?"
"4.1.3","img-020","Nút Mở panel so sánh trước và sau","差分パネルを開く","Open diff panel button","button","nút phụ trong hàng","text_only",,,,,,,,"Mục đích và ngữ cảnh: Đường duy nhất xem nội dung trước và sau; tách khỏi bảng vì dữ liệu này tự do và có thể rất dài.
Thành phần hiển thị: Nút chữ Mở panel diff ở ô cuối hàng; kiểu nút phụ.
Chức năng và logic: Chỉ đọc. Cả hai giá trị trước và sau rỗng là ca hợp lệ nên panel phải chịu được ca đó mà không lỗi.","on_click","Mở panel so sánh nội dung trước và sau của đúng bản ghi đó.","audit_log","before; after","Hai cột đã tồn tại thật và cho phép rỗng; panel so sánh đã được dựng ở hai màn chi tiết khác nên dùng lại được.","Panel so sánh có giới hạn độ dài nội dung hiển thị không?
Nội dung trước và sau có cần che một số trường nhạy trước khi hiện không; nếu có thì trường nào?
Định dạng trình bày nội dung so sánh là gì; ảnh chỉ vẽ nút nên chưa suy ra được."
"4.1.4","img-021","Hàng bản ghi không có người thực hiện",,"Audit row without actor","others","hàng dữ liệu bảng",,,,,,,,,"Mục đích và ngữ cảnh: Ca biên bắt buộc phải xử lý: bản ghi do hệ thống ghi; không có chủ thể và không có nội dung trước sau.
Thành phần hiển thị: Bảy ô: thời điểm · dấu gạch ở ô ngày nghiệp vụ · nhãn thao tác · nhãn thực thể kèm mã · chữ hệ thống ở ô người thực hiện · dấu gạch ở ô lý do · chữ ghi rõ cả hai giá trị trước và sau đều rỗng.
Chức năng và logic: Người thực hiện rỗng thì hiện chữ hệ thống chứ không để ô trống; vì có đường ghi xảy ra trước khi có phiên đăng nhập. Người thực hiện đã bị vô hiệu thì dòng vẫn hiện; không ẩn dòng.",,,"audit_log","actor_id; before; after; reason","Ba cột trước sau và lý do cho phép rỗng; và cột người thực hiện cũng cho phép rỗng — nên ca này là ca hợp lệ của bảng đã tồn tại chứ không phải dữ liệu lỗi.","Chữ hiện thay cho người thực hiện rỗng là hệ thống; có cần phân biệt các nguồn hệ thống khác nhau không?
Dòng không có nội dung trước sau thì nút mở panel so sánh ẩn đi hay hiện ở trạng thái vô hiệu?"
"4.2","img-022","Ghi chú bốn thứ nghiệm thu và các ca rỗng",,"Acceptance and empty-case note","label","đoạn nhắc dưới khối",,,,,,,,,"Mục đích và ngữ cảnh: Nối cột của bảng về đúng điều kiện nghiệm thu của phía ghi; và liệt các ca rỗng mà bản dựng phải chịu được.
Thành phần hiển thị: Một đoạn chữ nhỏ: các cột thời điểm · người thực hiện · trước và sau · lý do là đúng bốn thứ mà điều kiện nghiệm thu của FR-AUDIT-01 đòi truy được; người thực hiện rỗng hiện chữ hệ thống; người thực hiện đã vô hiệu thì dòng vẫn hiện; nội dung trước sau là dữ liệu tự do nên không hiện thô trên bảng mà dùng lại panel so sánh đã dựng; cả hai rỗng là hợp lệ nên panel không được lỗi.
Chức năng và logic: Tĩnh; là bảng kiểm cho phần dựng bảng kết quả.",,,,,,
"4.3","img-023","Nút Trang trước","前のページ","Previous page button","button","nút phân trang","text_only",,,,,,,,"Mục đích và ngữ cảnh: Một nửa của cặp phân trang; phân trang là bắt buộc vì bảng audit chỉ tăng.
Thành phần hiển thị: Nút chữ Trang trước ở đầu hàng nút dưới bảng kết quả; kiểu nút phụ.
Chức năng và logic: Vô hiệu khi đang ở trang đầu. Phân trang thực hiện phía server; không phải cắt ở giao diện.","on_click","Nạp trang kết quả trước đó; giữ nguyên điều kiện đang lọc.",,,,"Ở trang đầu thì nút ẩn đi hay hiện ở trạng thái vô hiệu?
Có cần ô nhảy tới trang bất kỳ không; hay chỉ trước và sau?"
"4.4","img-024","Nút Trang sau","次のページ","Next page button","button","nút phân trang","text_only",,,,,,,,"Mục đích và ngữ cảnh: Nửa còn lại của cặp phân trang.
Thành phần hiển thị: Nút chữ Trang sau cạnh nút Trang trước; kiểu nút phụ.
Chức năng và logic: Vô hiệu khi đã ở trang cuối hoặc khi kết quả đã đạt trần.","on_click","Nạp trang kết quả tiếp theo; giữ nguyên điều kiện đang lọc.",,,,"Kết quả vượt trần thì nút này vô hiệu và hiện lời nhắc thu hẹp điều kiện chứ không cho đi tiếp?"
"4.5","img-025","Nút Xuất CSV ở trạng thái vô hiệu","CSV出力（無効）","Export CSV disabled","button","nút vô hiệu kèm nhãn giải thích","text_only",,,,,,,,"Mục đích và ngữ cảnh: Khai một quyết định phạm vi ngay trên giao diện: không mở đường mang dữ liệu audit ra ngoài hệ thống ở vòng đầu.
Thành phần hiển thị: Nút chữ Xuất CSV kèm ngay trong nhãn dòng chữ không đề xuất cho vòng đầu; chữ và viền nhạt hơn.
Chức năng và logic: Không nhận thao tác. Lý do là FR-AUDIT-02 chỉ đòi tìm kiếm; và phạm vi xuất dữ liệu của yêu cầu khách khoanh vào catalog báo cáo mà audit không thuộc catalog đó.",,,,,,"Nút này giữ ở trạng thái vô hiệu hay bỏ hẳn khỏi giao diện vòng đầu?
Nếu khách yêu cầu xuất thì cần thêm kiểm soát gì trước khi mở đường đó?"
"5","img-026","Khối hiệu năng",,"Performance block","others","khối ba ô chỉ đọc",,,,,,,,,"Mục đích và ngữ cảnh: Đưa ngưỡng NFR-PERF-01 vào thân màn thay vì để nó thành chuyện hạ tầng ở cuối tài liệu.
Thành phần hiển thị: Tiêu đề khối nêu ngưỡng p95 không vượt hai giây là một yêu cầu của màn; ba ô chỉ đọc là phân trang phía server; mỗi tiêu chí một cột lọc được; và kịch bản tìm kiếm tiêu chuẩn.
Chức năng và logic: Chỉ đọc; ba ô là ba ràng buộc thiết kế; không phải ô nhập.",,,,,,
"5.1","img-027","Ô Phân trang phía server","サーバー側ページング","Server-side pagination","label","ô chỉ đọc kèm nhãn và dòng nhắc",,,,,,,,,"Mục đích và ngữ cảnh: Ràng buộc thứ nhất của ngưỡng thời gian phản hồi: không bao giờ tải hết rồi lọc ở giao diện.
Thành phần hiển thị: Nhãn Phân trang phía server; ô chỉ đọc nền xám ghi số dòng mỗi trang và trần kết quả; dòng nhắc nói rõ phân trang từ đầu và bảng audit chỉ tăng chứ không giảm.
Chức năng và logic: Số dòng mỗi trang và trần kết quả là hai con số chưa có nguồn nên phải chốt với khách.",,,,,"Bảng audit đã tồn tại và là bảng chỉ-thêm nên số dòng chỉ tăng theo thời gian; số dòng nhỏ ở môi trường hiện tại không nói gì về một năm vận hành.","Số dòng mỗi trang và trần kết quả là bao nhiêu; yêu cầu khách không cho con số nào nên cần khách chốt?
Vượt trần thì chặn hẳn hay vẫn cho xem trang đầu kèm lời nhắc thu hẹp?"
"5.2","img-028","Ô Mỗi tiêu chí một cột lọc được","各条件に索引可能な列","One filterable column per criterion","label","ô chỉ đọc kèm nhãn và dòng nhắc",,,,,,,,,"Mục đích và ngữ cảnh: Ràng buộc thứ hai; và là chỗ ngưỡng thời gian phản hồi gặp hiện trạng dữ liệu.
Thành phần hiển thị: Nhãn Mỗi tiêu chí một cột lọc được; ô chỉ đọc nền xám ghi bốn tiêu chí thành bốn đường lọc có index; dòng nhắc nói rõ tiêu chí không có cột thì phải lọc bằng nối bảng hoặc quét bảng; và cả hai đều không đạt ngưỡng khi bảng lớn.
Chức năng và logic: Đây là ràng buộc độc lập với việc có đủ bốn cột: có đủ cột mà không có index thì vẫn không đạt ngưỡng.",,,"audit_log",,"Bảng audit đã tồn tại nhưng hiện KHÔNG có index nào ngoài khoá chính; nên mọi bộ lọc đều quét toàn bảng. Đây là rào riêng; độc lập với việc thiếu cột ngày nghiệp vụ và cột người tham gia.","Bốn tiêu chí có cần đạt ngưỡng khi dùng riêng lẻ; hay chỉ khi kết hợp đủ để thu hẹp kết quả?"
"5.3","img-029","Ô Kịch bản tìm kiếm tiêu chuẩn","標準検索シナリオ","Standard search scenario","label","ô chỉ đọc kèm nhãn và dòng nhắc",,,,,,,,,"Mục đích và ngữ cảnh: Ràng buộc thứ ba: ngưỡng chỉ nghiệm thu được nếu định nghĩa được kịch bản đo.
Thành phần hiển thị: Nhãn Kịch bản tìm kiếm tiêu chuẩn; ô chỉ đọc nền xám ghi phải chốt để load test; dòng nhắc nói rõ nghiệm thu là báo cáo load test nên kịch bản tiêu chuẩn và tải thiết kế baseline phải là con số chốt với khách.
Chức năng và logic: Không chốt được hai thứ này thì ngưỡng p95 không có cách nào nghiệm thu.",,,,,,"Kịch bản tìm kiếm tiêu chuẩn gồm những truy vấn nào và tải thiết kế baseline là bao nhiêu bản ghi?
Ngưỡng đo trên môi trường nào; môi trường trình diễn hay môi trường tương đương sản xuất?"
"6","img-030","Khối trạng thái màn",,"Screen state block","others","khối bảy thẻ trạng thái",,,,,,,,,"Mục đích và ngữ cảnh: Liệt kê mọi trạng thái màn phải xử lý; trong đó hai thẻ nói rõ trạng thái nào KHÔNG áp dụng.
Thành phần hiển thị: Tiêu đề khối; bảy thẻ xếp thành hai hàng; mỗi thẻ có một tiêu đề nhỏ và một đoạn mô tả.
Chức năng và logic: Chỉ đọc; là tài liệu thiết kế chứ không phải thành phần chạy trên màn.",,,,,,
"6.1","img-031","Thẻ trạng thái Rỗng",,"State card empty","label","thẻ trạng thái",,,,,,,,,"Mục đích và ngữ cảnh: Kết quả rỗng là câu trả lời hợp lệ của một cuộc điều tra; không phải lỗi.
Thành phần hiển thị: Thẻ có tiêu đề Rỗng và mô tả câu hiển thị không có bản ghi audit nào khớp điều kiện kèm gợi ý đổi bộ lọc.
Chức năng và logic: Gợi ý đổi bộ lọc là cần thiết vì bốn tiêu chí kết hợp lại rất dễ cho ra rỗng.",,,,,,
"6.2","img-032","Thẻ trạng thái Đang tải",,"State card loading","label","thẻ trạng thái",,,,,,,,,"Mục đích và ngữ cảnh: Cho người dùng biết truy vấn đang chạy; quan trọng vì truy vấn audit có thể chậm.
Thành phần hiển thị: Thẻ có tiêu đề Đang tải và mô tả skeleton bảng.
Chức năng và logic: Bộ lọc bị vô hiệu trong lúc tải để không có hai truy vấn chồng nhau.",,,,,,
"6.3","img-033","Thẻ trạng thái Lỗi tải",,"State card load error","label","thẻ trạng thái",,,,,,,,,"Mục đích và ngữ cảnh: Phân biệt lỗi kỹ thuật với kết quả rỗng — hai cái này dẫn tới hai hành động khác nhau.
Thành phần hiển thị: Thẻ có tiêu đề Lỗi tải và mô tả khối lỗi kèm nút thử lại.
Chức năng và logic: Giữ nguyên điều kiện đang lọc khi thử lại.",,,,,,
