No,itemId,itemName,nameJP,nameTrans,itemType,itemSubtype,buttonType,dataType,required,format,minLength,maxLength,defaultValue,validationNote,description,userAction,transitionNote,databaseTable,databaseColumn,databaseNote,qa
"5.1","img-021","Bảng danh sách chứng từ","証憑一覧","Document table","table","data_table",,,,,,,,,"Mục đích và ngữ cảnh: danh sách chứng từ đã đính kèm cho lô; cột loại chứng từ cho biết nghiệp vụ đã đủ bộ chứng từ bắt buộc hay chưa
Thành phần hiển thị: bốn cột gồm tên tệp dạng đường dẫn mở; loại chứng từ; dung lượng; thời điểm tải lên
Chức năng và logic: đường dẫn mở tệp có thời hạn; hết hạn thì lấy lại được tại chỗ mà không phải nạp lại cả trang; đường dẫn lưu trữ nội bộ không bao giờ hiển thị và không đi vào tệp xuất",,,"lot_attachment","file_name; mime_type; file_size; created_at","Prototype có bốn cột này; loại chứng từ theo nghiệp vụ thì chưa có cột riêng nên hiện phải suy từ loại tệp.","- Loại chứng từ là một danh mục cố định hay chữ tự do? Cột này quyết định việc kiểm đủ bộ chứng từ bắt buộc của FR-LOT-01."
"5.1.1","img-022","Dòng chứng từ (đại diện cho hai dòng mẫu)","証憑行","Document row","label","table_row",,,,,,,,,"Mục đích và ngữ cảnh: một tệp chứng từ đã đính kèm; hai dòng mẫu cùng cấu trúc nên gộp một đại diện
Thành phần hiển thị: tên tệp dạng đường dẫn mở; loại chứng từ; dung lượng; thời điểm tải lên kèm hậu tố múi giờ
Chức năng và logic: bấm tên tệp mở tệp ở thẻ mới; không tạo được đường dẫn thì hiện dạng chữ kèm giải thích chứ không hiện một đường dẫn chết","on_click","Mở tệp chứng từ bằng đường dẫn có thời hạn ở thẻ mới","lot_attachment","file_name; file_size; created_at","Prototype đọc qua đường dẫn có thời hạn ngắn và không bao giờ trả đường dẫn lưu trữ nội bộ ra phía người dùng.",
"5.2","img-023","Nút đính kèm thêm chứng từ","証憑を追加","Attach more documents","button",,"text_only",,,,,,,,"Mục đích và ngữ cảnh: màn tiếp nhận chỉ người dùng sang đây khi chứng từ lỗi; không có nút này thì chứng từ bắt buộc mất hẳn và đường duy nhất là tạo lại lô
Thành phần hiển thị: một nút chữ dưới bảng chứng từ
Chức năng và logic: cùng bộ kiểm loại tệp và trần dung lượng như màn tiếp nhận; mỗi tệp để lại một dòng kiểm toán riêng","on_click","Ở lại màn; mở hộp chọn tệp rồi nạp lại bảng chứng từ sau khi tải lên","lot_attachment",,"Prototype có đường tải lên ở màn tiếp nhận nhưng màn chi tiết chỉ đọc; nên đường bù này chưa tồn tại.",
"5.3","img-024","Ghi chú đường đính kèm bù","証憑再添付の注記","Note on re-attaching documents","label","design_note",,,,,,,,,"Mục đích và ngữ cảnh: khai rõ vì sao nút đính kèm là bắt buộc chứ không phải tiện ích — nó là đường bù cho một trạng thái lỗi của màn tiếp nhận
Thành phần hiển thị: một đoạn ghi chú dưới nút
Chức năng và logic: tĩnh; nêu thêm hai quy tắc — đường dẫn lưu trữ nội bộ không bao giờ hiện và không đi vào tệp xuất; đường dẫn mở tệp có thời hạn và lấy lại được tại chỗ",,,,,,
"6","img-025","Khối điều chỉnh thuộc tính","属性修正ブロック","Attribute adjustment block","others","form_block",,,,,,,,,"Mục đích và ngữ cảnh: FR-LOT-04 cho sửa thuộc tính lô theo cách có kiểm soát và ghi lại dấu vết; sai sót cần sửa nhưng không được làm mất lịch sử
Thành phần hiển thị: bốn trường gồm trường cần sửa; giá trị hiện tại; giá trị mới; lý do sửa — cộng nút lưu và một ghi chú
Chức năng và logic: mỗi lần gửi sửa đúng một trường kèm một lý do và để lại một dòng lịch sử; ngày nghiệp vụ đã lock thì khối này chỉ đọc trước khi nhập",,,,,,
"6.1","img-026","Trường chọn trường cần sửa","修正する項目","Field to adjust","dropdown","single_select",,"string","true","một trong danh sách trắng thuộc tính sửa được",,,,"Điều kiện: trường được chọn không nằm trong danh sách trắng
Lỗi: ""Trường này không được phép sửa.""","Mục đích và ngữ cảnh: danh sách trắng hẹp là cách thi hành hai chữ có kiểm soát của FR-LOT-04; số lượng ban đầu và số lượng khả dụng cố ý không nằm trong đây
Thành phần hiển thị: nhãn song ngữ Trường cần sửa · 修正する項目 kèm dấu bắt buộc; ô chọn; dòng gợi ý nói rõ vì sao danh sách hẹp
Chức năng và logic: đổi lựa chọn thì nạp lại giá trị hiện tại tương ứng; sửa số lượng đi vòng qua đường giữ và hoàn của BR-LOT-02 chứ không qua đây","on_click","Ở lại màn; nạp giá trị hiện tại của trường vừa chọn vào ô giá trị hiện tại","lot","item; package_count","Prototype có đúng hai trường trong danh sách trắng và cố ý loại hai cột số lượng — đây là chỗ bản thi công khớp thiết kế.","- Danh sách trắng có cần thêm thuộc tính nào nữa không; ví dụ người xuất hàng hay thông tin tàu? Yêu cầu khách nói điều chỉnh thuộc tính lô nhưng không liệt thuộc tính nào."
"6.2","img-027","Trường giá trị hiện tại","現在値","Current value","label","readonly_field",,"string",,,,,,,"Mục đích và ngữ cảnh: nửa trước của cặp giá trị mà FR-LOT-04 đòi ghi; hiện nó ra để người sửa biết mình đang thay cái gì
Thành phần hiển thị: nhãn song ngữ Giá trị hiện tại · 現在値; ô chỉ đọc; dòng gợi ý nói rõ vai trò của nó trong cặp before và after
Chức năng và logic: chỉ đọc và đổi theo trường đã chọn; giá trị này cũng là mốc để chặn ghi đè khi hai người sửa cùng lúc",,,"lot","item; package_count","Prototype nạp giá trị hiện tại vào form nhưng không dùng nó làm mốc chống ghi đè khi lưu.",
"6.3","img-028","Trường giá trị mới","新しい値","New value","text_form","dynamic_input",,"string","true",,,,,"Điều kiện: giá trị mới rỗng hoặc chỉ gồm khoảng trắng
Lỗi: ""Vui lòng nhập giá trị mới.""
Điều kiện: giá trị mới không đúng kiểu của trường đã chọn
Lỗi: ""Giá trị mới không đúng kiểu của trường đã chọn.""
Điều kiện: giá trị mới bằng giá trị hiện tại
Lỗi: ""Giá trị mới trùng giá trị hiện tại.""","Mục đích và ngữ cảnh: nửa sau của cặp giá trị mà FR-LOT-04 đòi ghi; là dữ liệu thật sẽ ghi vào lô
Thành phần hiển thị: nhãn song ngữ Giá trị mới · 新しい値 kèm dấu bắt buộc; một ô nhập; dòng gợi ý về kiểu đổi theo trường
Chức năng và logic: kiểu và ràng buộc đổi theo trường đã chọn và dùng đúng ngưỡng đã khai ở màn tiếp nhận; giá trị trùng giá trị hiện tại phải bị từ chối vì không có gì để ghi vào lịch sử",,,"lot","item; package_count","Prototype kiểm kiểu theo trường ở tầng ứng dụng; trần độ dài và trần độ chính xác thì chưa có.",
"6.4","img-029","Trường lý do sửa","修正理由","Adjustment reason","text_form","text_input",,"string","true",,"1",,,"Điều kiện: lý do rỗng hoặc chỉ gồm khoảng trắng
Lỗi: ""Vui lòng nhập lý do sửa.""","Mục đích và ngữ cảnh: tiêu chí nghiệm thu FR-LOT-04 đòi bản ghi điều chỉnh có lý do; chủ thể và cặp giá trị trước và sau
Thành phần hiển thị: nhãn song ngữ Lý do sửa · 修正理由 kèm dấu bắt buộc; một ô nhập; dòng gợi ý dẫn tiêu chí nghiệm thu
Chức năng và logic: bắt buộc; đi vào dòng lịch sử điều chỉnh cùng cặp giá trị; ba nguyên nhân từ chối khác nhau phải có ba mã lỗi riêng để người dùng biết sửa chỗ nào",,,"audit_log","reason","Prototype bắt buộc lý do và ghi vào bản ghi kiểm toán; nhưng ba nguyên nhân từ chối dùng chung một mã lỗi.",
"6.5","img-030","Nút lưu điều chỉnh","修正を保存","Save adjustment","button",,"text_only",,,,,,,,"Mục đích và ngữ cảnh: chốt lần điều chỉnh thuộc tính; là thao tác ghi chính của màn
Thành phần hiển thị: một nút chữ ở cuối khối điều chỉnh
Chức năng và logic: ghi có điều kiện theo giá trị hiện tại để hai người sửa cùng lúc thì người sau bị từ chối chứ không ghi đè; kỳ đã lock thì bị chặn trước khi nhập chứ không chỉ chặn sau khi gửi","on_click","Ở lại màn; nạp lại khối tổng quan và khối lịch sử điều chỉnh",,,,
"6.6","img-031","Ghi chú một trường một lý do một dòng lịch sử","制御された修正の注記","Note on controlled adjustment","label","design_note",,,,,,,,,"Mục đích và ngữ cảnh: giải thích hai chữ có kiểm soát của FR-LOT-04 thành một quy tắc kiểm được — một trường một lý do một dòng
Thành phần hiển thị: một đoạn ghi chú dưới nút lưu
Chức năng và logic: tĩnh; nêu thêm hành vi khi kỳ đã lock — khối chỉ đọc trước khi nhập và kèm đường sang luồng điều chỉnh sau chốt",,,,,,
"7","img-032","Khối lịch sử điều chỉnh","修正履歴ブロック","Adjustment history block","others","content_block",,,,,,,,,"Mục đích và ngữ cảnh: dấu vết mọi thao tác đã tác động tới lô; là chỗ nghiệm thu FR-LOT-04 và một phần của nghiệm thu BR-LOT-02
Thành phần hiển thị: bảng bảy cột theo thứ tự mới nhất trước; một đoạn ghi chú về phạm vi của bảng
Chức năng và logic: chỉ đọc và chỉ ghi thêm; gồm cả lần thử bị chặn vì kỳ đã lock chứ không chỉ những lần ghi thành công",,,,,,
"7.1","img-033","Bảng bảy cột lịch sử điều chỉnh","修正履歴テーブル","Adjustment history table","table","data_table",,,,,,,,,"Mục đích và ngữ cảnh: một dòng một thao tác; bốn loại việc cùng đổ về đây gồm tiếp nhận lô; chuyển trạng thái; điều chỉnh thuộc tính; và lần thử bị chặn
Thành phần hiển thị: bảy cột gồm việc; trường; giá trị trước; giá trị sau; lý do; người thực hiện; thời điểm — theo thứ tự mới nhất trước
Chức năng và logic: chỉ liệt trường thực sự đổi và không hiện các cột nội bộ; lượt đính kèm chứng từ cũng thuộc lịch sử của lô này chứ không rơi sang thực thể khác; thời điểm neo múi giờ Nhật",,,"audit_log","action; before; after; reason; actor_id; created_at","Prototype đọc bản ghi kiểm toán nhưng lọc theo đúng một loại thực thể nên lượt đính kèm chứng từ không hiện ở bảng này.",
"7.1.1","img-034","Dòng lịch sử điều chỉnh (đại diện cho bốn dòng mẫu)","修正履歴行","Adjustment history row","label","table_row",,,,"thời điểm theo YYYY-MM-DD HH:mm JST",,,,,"Mục đích và ngữ cảnh: một thao tác đã tác động hoặc đã thử tác động tới lô; bốn dòng mẫu cùng cấu trúc nên gộp một đại diện
Thành phần hiển thị: loại việc; tên trường; giá trị trước; giá trị sau; lý do; người thực hiện; thời điểm
Chức năng và logic: dòng tiếp nhận lô không có giá trị trước nên ô đó để trống; dòng bị chặn vì kỳ đã lock vẫn ghi đủ cặp giá trị và lý do dù lô không đổi — BR-CLOSE-01 đòi mọi lần thử sửa đều bị chặn và có log",,,"audit_log","action; before; after; reason; actor_id; created_at","Prototype ghi một dòng riêng cho lần thử bị chặn vì kỳ đã lock trước khi từ chối — chỗ này khớp thiết kế.",
"7.2","img-035","Ghi chú phạm vi bảng lịch sử","履歴範囲の注記","History scope note","label","design_note",,,,,,,,,"Mục đích và ngữ cảnh: chốt ba quy tắc của bảng lịch sử — chỉ liệt trường đổi; lần thử bị chặn cũng có dòng; và lượt đính kèm thuộc lịch sử của lô này
Thành phần hiển thị: một đoạn ghi chú dưới bảng lịch sử
Chức năng và logic: tĩnh; dẫn BR-CLOSE-01 làm căn cứ cho việc ghi lại cả lần thử bị chặn",,,,,,
"8","img-036","Khối trạng thái màn","画面状態ブロック","Screen state block","others","state_matrix",,,,,,,,,"Mục đích và ngữ cảnh: liệt sáu trạng thái màn phải xử lý; hai trạng thái chỉ đọc có hai nguyên nhân khác nhau nên phải tách
Thành phần hiển thị: sáu ô trạng thái; mỗi ô có tên và mô tả hành vi mong đợi
Chức năng và logic: tĩnh trên wireframe nhưng là hợp đồng hành vi cho tầng hiển thị",,,,,,
"8.1","img-037","Trạng thái rỗng","空状態","Empty state","label","state_card",,,,,,,,,"Mục đích và ngữ cảnh: màn có nhiều khối và mỗi khối rỗng vì một lý do khác nhau; một thông báo rỗng dùng chung làm mất thông tin
Thành phần hiển thị: tên trạng thái và mô tả hành vi
Chức năng và logic: mỗi khối nói riêng vì sao rỗng và kèm hành động khả dụng của chính khối đó",,,,,,
"8.2","img-038","Trạng thái đang tải hoặc lỗi tải hoặc không tìm thấy","読み込み・エラー・未検出","Loading or error or not found state","label","state_card",,,,,,,,,"Mục đích và ngữ cảnh: màn đọc từ nhiều nguồn nên một nguồn lỗi không được làm trắng cả trang
Thành phần hiển thị: tên trạng thái và mô tả hành vi
Chức năng và logic: khung xương theo từng khối; khối lỗi hiện riêng; mã lô không tồn tại thì nói rõ kèm đường về danh sách lô",,,,,,
"8.3","img-039","Trạng thái chỉ đọc vì thiếu quyền","権限不足で読み取り専用","Read-only for lack of permission","label","state_card",,,,,,,,,"Mục đích và ngữ cảnh: một trong hai nguyên nhân dẫn tới chỉ đọc; nguyên nhân này thuộc vai trò và không đổi theo dữ liệu
Thành phần hiển thị: tên trạng thái và mô tả hành vi
Chức năng và logic: giữ nguyên khối điều chỉnh trên bố cục nhưng đổi nội dung thành dòng nhắc vai trò phụ trách; chặn thật ở tầng dịch vụ",,,,,,
"8.4","img-040","Trạng thái chỉ đọc vì ngày đã lock","ロックで読み取り専用","Read-only for locked day","label","state_card",,,,,,,,,"Mục đích và ngữ cảnh: nguyên nhân thứ hai của chỉ đọc; khác hẳn nguyên nhân quyền vì nó biết trước được từ dữ liệu đang hiển thị
Thành phần hiển thị: tên trạng thái và mô tả hành vi
Chức năng và logic: chặn trước khi nhập thay vì để người dùng nhập xong lý do rồi mới báo bị chặn; kèm đường sang luồng điều chỉnh sau chốt",,,,,,
"8.5","img-041","Trạng thái xung đột đồng thời","同時実行の競合","Concurrent conflict state","label","state_card",,,,,,,,,"Mục đích và ngữ cảnh: không chặn thì người sau ghi đè người trước và dòng lịch sử của người sau mang giá trị trước đã sai — dấu vết kiểm toán thành sai
Thành phần hiển thị: tên trạng thái và mô tả hành vi
Chức năng và logic: người sau bị từ chối vì giá trị trước đã đổi; màn nạp lại giá trị hiện tại rồi cho gửi lại",,,,,,
"8.6","img-042","Trạng thái số lượng không đủ","数量不足","Insufficient quantity state","label","state_card",,,,,,,,,"Mục đích và ngữ cảnh: khai rõ ranh giới — màn này hiển thị và truy vết số lượng nhưng không phải nơi chặn bán vượt
Thành phần hiển thị: tên trạng thái và mô tả hành vi
Chức năng và logic: màn không đổi số lượng nên không bao giờ sinh trạng thái này; FR-LOT-03 đặt cửa kiểm ở cả đường chốt giao dịch và đường ghi nhận giao hàng",,,,,,
"9","img-043","Khối đối chiếu prototype","プロトタイプ差分ブロック","Prototype divergence block","others","divergence_block",,,,,,,,,"Mục đích và ngữ cảnh: đặt cạnh nhau thiết kế đòi gì và bản thi công hiện làm gì để phần đọc spec không lẫn hai chuyện
Thành phần hiển thị: tiêu đề khối và một bảng ba cột
Chức năng và logic: chỉ đọc; là phần đối chiếu chứ không phải phần thiết kế",,,,,,
"9.1","img-044","Bảng đối chiếu ba cột","差分テーブル","Divergence table","table","comparison_table",,,,,,,,,"Mục đích và ngữ cảnh: chín hạng mục lệch; nặng nhất là không có sổ số lượng nên nửa truy vết của BR-LOT-02 chưa được thi hành
Thành phần hiển thị: ba cột Thiết kế đòi; Prototype làm; Mức — và chín dòng hạng mục
Chức năng và logic: chỉ đọc; hai dòng cuối mang mức khác có chủ đích nên không sinh việc sửa",,,,,,
