No,itemId,itemName,nameJP,nameTrans,itemType,itemSubtype,buttonType,dataType,required,format,minLength,maxLength,defaultValue,validationNote,description,userAction,transitionNote,databaseTable,databaseColumn,databaseNote,qa
"3.2","img-012","Ghi chú nguồn của ba tác vụ",,"Provenance note for the three tasks","label","đoạn nhắc dưới bảng",,,,,,,,,"Mục đích và ngữ cảnh: Khai đúng bản chất của con số ba để không ai đọc danh sách như thể yêu cầu khách đã liệt kê.
Thành phần hiển thị: Một đoạn chữ nhỏ: NFR-AVL-02 chỉ nói tối thiểu tiếp tục thực hiện tác vụ và nghiệm thu cho từng tác vụ quan trọng; RFP không liệt kê và không nói con số ba; con số ba đến từ Feature List FE-045; chỗ duy nhất gọi tên đúng ba luồng hiện trường là NFR-USE-01 với nhập lô hàng · chốt giao dịch và ghi nhận giao hàng; câu chốt là đây là suy luận không phải trích dẫn nên phải chốt với khách trước khi lấy làm phạm vi nghiệm thu.
Chức năng và logic: Tĩnh; là ghi chú phạm vi nghiệm thu phải chốt trước khi lấy làm căn cứ.",,,,,,
"3.3","img-013","Ghi chú hai màn nhập tại chỗ ngoài danh sách",,"Out-of-list on-site screens note","label","đoạn nhắc dưới bảng",,,,,,,,,"Mục đích và ngữ cảnh: Nói ra hệ quả nếu khách mở rộng danh sách tác vụ quan trọng.
Thành phần hiển thị: Một dòng chữ nhỏ: SC-09 ghi nhận kết quả thẩm định và SC-13 nhập kết quả đấu giá cũng là thao tác tại chỗ nhưng NFR-USE-01 không gọi tên; tính vào thì danh sách thành năm và ngân sách đổi theo.
Chức năng và logic: Tĩnh.",,,,,,"Hai màn nhập tại chỗ này có được tính vào danh sách tác vụ quan trọng không?"
"4","img-014","Khối lớp một chỉ báo toàn cục",,"Global indicator layer block","others","khối khung giả lập thanh đầu trang kèm ghi chú",,,,,,,,,"Mục đích và ngữ cảnh: Vẽ lớp thứ nhất của thành phần: một chỉ báo có mặt trên mọi màn sau khi đăng nhập.
Thành phần hiển thị: Tiêu đề khối nói chỉ báo toàn cục nằm ở thanh đầu trang trên mọi màn sau khi đăng nhập; một khung giả lập thanh đầu trang; một đoạn ghi chú về tiền lệ chỗ treo.
Chức năng và logic: Chỉ đọc. Lớp này luôn có mặt nhưng chỉ đổi hình thái khi mất kết nối hoặc còn thao tác chờ.",,,,,,
"4.1","img-015","Khung giả lập thanh đầu trang",,"Top header mockup","others","khung giả lập thanh đầu trang bốn phần",,,,,,,,,"Mục đích và ngữ cảnh: Cho thấy chỉ báo mới nằm cạnh chỉ báo nào và ở phần nào của thanh đầu trang.
Thành phần hiển thị: Bốn phần trên một hàng: nhãn tên hệ và điều hướng ở bên trái; thẻ ngày nghiệp vụ; thẻ chỉ báo kết nối; nhãn người dùng có dấu mở menu ở bên phải.
Chức năng và logic: Giả lập; chỉ thẻ chỉ báo kết nối thuộc thành phần này.",,,,,,"Chỉ báo toàn cục cập nhật theo thời gian thực khi số thao tác chờ đổi; hay chỉ cập nhật khi tải lại màn?"
"4.1.1","img-016","Thẻ ngày nghiệp vụ","業務日タグ","Business day tag","label","thẻ chữ nhỏ trong thanh đầu trang",,,,,,,,,"Mục đích và ngữ cảnh: Chỉ báo cắt ngang đã có sẵn; đặt cạnh chỉ báo mới để thấy tiền lệ đúng khuôn.
Thành phần hiển thị: Một thẻ chữ nhỏ với nhãn Ngày nghiệp vụ; một chỗ trống dạng năm tháng ngày; và trạng thái đã lock.
Chức năng và logic: Không thuộc thành phần này; vẽ để đối chiếu chỗ treo. Trạng thái đã lock của thẻ này chính là điều kiện làm hỏng việc đồng bộ lại ở lớp hai.",,,,,,"Định dạng ngày trên thẻ theo chuẩn nào; ảnh chỉ cho thấy chỗ trống dạng năm tháng ngày?"
"4.1.2","img-017","Thẻ chỉ báo mất kết nối và số thao tác chờ","接続状態バッジ","Connection status badge","label","thẻ chữ nhỏ trong thanh đầu trang",,,,,,,,"Điều kiện: đang online và không còn thao tác chờ thì ẩn hoàn toàn.","Mục đích và ngữ cảnh: Là lớp thứ nhất của thành phần; cho người đang làm việc biết ngay kết nối còn hay đã mất và bao nhiêu thao tác chưa tới được server.
Thành phần hiển thị: Một thẻ chữ nhỏ gộp hai thông tin trên cùng một dòng: trạng thái kết nối và số thao tác chờ đồng bộ.
Chức năng và logic: Hiện trên mọi màn sau khi đăng nhập; không lọc theo vai trò vì mất kết nối là sự kiện của thiết bị chứ không của quyền. Đang online và hàng đợi rỗng thì ẩn hoàn toàn.",,,,,"CHƯA TỒN TẠI: bảng hàng đợi đồng bộ chưa tồn tại ở phía máy chủ; mọi giá trị của thành phần đọc từ hàng đợi cục bộ trên thiết bị.","Định dạng chuỗi trên thẻ là gì; ảnh chỉ cho thấy một ca là chữ Mất kết nối cộng dấu phân cách cộng số thao tác chờ?
Trạng thái Rỗng để mở hai lựa chọn là ẩn hoàn toàn hoặc một dấu hiệu tối giản — chọn cái nào?
Thẻ có bấm được để mở danh sách thao tác chờ không; ảnh không cho thấy nó là nút."
"4.2","img-018","Ghi chú tiền lệ chỗ treo chỉ báo cắt ngang",,"Mount point precedent note","label","đoạn nhắc dưới khối",,,,,,,,,"Mục đích và ngữ cảnh: Giải trình vì sao chỉ báo này thuộc thanh đầu trang chứ không thuộc từng màn.
Thành phần hiển thị: Một đoạn chữ nhỏ: chỉ báo ngày nghiệp vụ là tiền lệ đúng khuôn vì gần như mọi màn ghi đều từ chối input khi ngày đã lock; layout sau đăng nhập là điểm treo duy nhất cho một thành phần toàn cục; câu chốt là không còn thao tác chờ và đang online thì ẩn hoàn toàn.
Chức năng và logic: Tĩnh.",,,,,,
"5","img-019","Khối lớp hai banner trong màn",,"In-screen banner layer block","others","khối khung giả lập màn nền kèm ghi chú",,,,,,,,,"Mục đích và ngữ cảnh: Vẽ lớp thứ hai của thành phần: một banner chỉ hiện trên màn có ghi dữ liệu.
Thành phần hiển thị: Tiêu đề khối nói banner được vẽ chồng lên khung giả lập màn SC-16 chi tiết giao hàng; khung giả lập màn nền đó; một đoạn ghi chú danh sách màn có banner.
Chức năng và logic: Chỉ đọc. Lớp này là chỗ nửa đồng bộ lại của yêu cầu trở thành một hành động bấm được.",,,,,,
"5.1","img-020","Khung giả lập màn nền SC-16",,"Host screen mockup","others","khung giả lập một màn nền",,,,,,,,,"Mục đích và ngữ cảnh: Cho thấy banner đặt ở đâu trong ngữ cảnh một màn thật; vì thành phần không có trang riêng.
Thành phần hiển thị: Tiêu đề màn nền kèm thẻ khai đây chỉ là giả lập; banner mất kết nối cùng hai nút; một hàng form giả lập ba ô; một đoạn ghi chú vị trí banner.
Chức năng và logic: Giả lập; chỉ banner và hai nút thuộc thành phần này.",,,,,,
"5.1.1","img-021","Tiêu đề màn nền kèm thẻ giả lập",,"Host screen title with mock tag","label","tiêu đề khối kèm thẻ nhỏ",,,,,,,,,"Mục đích và ngữ cảnh: Nói rõ khung dưới đây là màn khác; không phải một phần của thành phần.
Thành phần hiển thị: Một dòng tiêu đề mã và tên màn SC-16; kèm một thẻ chữ nhỏ ghi màn nền chỉ giả lập.
Chức năng và logic: Tĩnh.",,,,,,
"5.1.2","img-022","Banner mất kết nối và số thao tác chờ","オフライン通知バナー","Offline notice banner","label","dải chú thích đầu vùng nội dung",,,,,,,,"Điều kiện: chỉ hiện khi màn có ghi dữ liệu và đang mất kết nối hoặc còn thao tác chờ của chính màn đó.","Mục đích và ngữ cảnh: Chống ca tệ nhất: người dùng nhập xong; tưởng đã lưu; đi làm việc khác và số liệu ngày nghiệp vụ thiếu một dòng.
Thành phần hiển thị: Một dải chú thích nền vàng nhạt đặt đầu vùng nội dung trên form; nội dung gồm trạng thái Mất kết nối; số thao tác của chính người dùng chưa tới được server; thời điểm thao tác chờ lâu nhất; ngày nghiệp vụ lúc nhập; và hai nút.
Chức năng và logic: Chỉ hiện khi màn có ghi dữ liệu và đang mất kết nối hoặc còn thao tác chờ của chính màn đó; không phải hộp thoại chặn.",,,,,"CHƯA TỒN TẠI: bảng hàng đợi đồng bộ chưa tồn tại ở phía máy chủ; mọi giá trị của thành phần đọc từ hàng đợi cục bộ trên thiết bị.","Định dạng thời điểm và ngày trên banner là gì; ảnh chỉ cho thấy chỗ trống dạng năm tháng ngày giờ phút và năm tháng ngày?
Banner đếm thao tác chờ của chính màn đó hay của cả hàng đợi; câu chữ nói ba thao tác của bạn nhưng điều kiện hiện lại theo màn.
Form phía dưới vẫn nhận input khi banner đang hiện hay bị chặn?"
"5.1.3","img-023","Nút Đồng bộ lại","再同期ボタン","Resync button","button","nút phụ trong banner","text_only",,,,,,,,"Mục đích và ngữ cảnh: Là nửa thứ hai của yêu cầu — cách đồng bộ lại khi dịch vụ trở lại — nên phải có mặt ngay cạnh chỗ người dùng vừa nhập.
Thành phần hiển thị: Một nút chữ nhỏ nằm trong banner với nhãn Đồng bộ lại.
Chức năng và logic: Bấm thì chạy lại việc gửi các thao tác đang chờ; kết quả có thể là thành công; xung đột số lượng; hoặc bị chặn vì ngày nghiệp vụ đã lock.","on_click","Chạy lại việc gửi các thao tác đang chờ; ở lại màn hiện tại và chuyển banner sang trạng thái đang đồng bộ.",,,"CHƯA TỒN TẠI: bảng hàng đợi đồng bộ chưa tồn tại ở phía máy chủ; mọi giá trị của thành phần đọc từ hàng đợi cục bộ trên thiết bị.","Nút này bấm được khi đang mất kết nối hay chỉ mở khi đã có mạng lại?
Có tự động đồng bộ khi mạng trở lại; hay bắt buộc người dùng bấm?
Bấm liên tiếp nhiều lần thì chặn gửi trùng ở phía màn thế nào?"
"5.1.4","img-024","Nút Xem thao tác chờ","保留操作の確認ボタン","View pending operations button","button","nút phụ trong banner","text_only",,,,,,,,"Mục đích và ngữ cảnh: Cho người dùng xem đúng những thao tác nào chưa tới được server; vì một con số đếm không đủ để xử lý.
Thành phần hiển thị: Một nút chữ nhỏ nằm trong banner với nhãn Xem thao tác chờ.
Chức năng và logic: Bấm thì mở danh sách thao tác đang chờ; ảnh chỉ cho thấy nút chứ không cho thấy màn hay hộp thoại đích.","on_click","Mở danh sách các thao tác đang chờ đồng bộ; ảnh không cho thấy danh sách đó nằm ở đâu.",,,,"Danh sách thao tác chờ mở dạng hộp thoại trong màn hay một màn riêng?
Trong danh sách đó người dùng bỏ được một thao tác chờ không; và bỏ thao tác có cần nhập lý do?"
"5.1.5","img-025","Hàng form giả lập của màn nền",,"Host screen form row mockup","others","hàng ba ô của màn nền",,,,,,,,,"Mục đích và ngữ cảnh: Cho thấy banner nằm trên form chứ không chèn giữa form.
Thành phần hiển thị: Ba ô trên một hàng: ô Lô hàng chỉ đọc với một mã mẫu; ô Số lượng lần giao này với giá trị 0; và một nút Ghi nhận lần giao.
Chức năng và logic: Giả lập của màn nền; không thuộc thành phần này. Nút ghi của màn nền chính là chỗ sinh ra thao tác xếp vào hàng đợi.",,,,,,"Nút ghi của màn nền có đổi nhãn hay đổi trạng thái khi đang mất kết nối để người dùng biết thao tác chỉ vào hàng đợi?"
"5.1.6","img-026","Ghi chú vị trí và điều kiện hiện banner",,"Banner placement note","label","đoạn nhắc dưới khung giả lập",,,,,,,,,"Mục đích và ngữ cảnh: Chốt vị trí và điều kiện hiện của banner để không ai đặt nó thành một hộp thoại chặn.
Thành phần hiển thị: Một đoạn chữ nhỏ: banner nằm đầu vùng nội dung trên form; chỉ hiện khi màn có ghi dữ liệu và đang mất kết nối hoặc còn thao tác chờ của chính màn đó; nút Đồng bộ lại là nửa thứ hai của yêu cầu nên phải nằm ngay cạnh chỗ người dùng vừa nhập.
Chức năng và logic: Tĩnh.",,,,,,
"5.2","img-027","Ghi chú danh sách màn có banner trong màn",,"Banner host screens note","label","đoạn nhắc cuối khối",,,,,,,,,"Mục đích và ngữ cảnh: Nối lớp hai về đúng danh sách tác vụ quan trọng ở khối trên.
Thành phần hiển thị: Một đoạn chữ nhỏ: các màn có banner là ba tác vụ quan trọng SC-08 · SC-11 · SC-16; cộng SC-17 nếu tính vì chưa dựng và cùng bối cảnh SC-16; câu chốt là form vẫn nhận input hay bị chặn là tuỳ phương án ở khối cuối.
Chức năng và logic: Tĩnh; nói rõ wireframe không quyết thay.",,,,,,"SC-17 có thuộc phạm vi banner không; và nếu có thì dùng chung điều kiện hiện với SC-16?"
"6","img-028","Khối bảng field dẫn xuất",,"Derived field block","others","khối bảng bốn cột kèm tiêu đề",,,,,,,,,"Mục đích và ngữ cảnh: Liệt toàn bộ dữ liệu thành phần này hiển thị; và khai rằng không có ô nhập nào.
Thành phần hiển thị: Tiêu đề khối nói không có field nhập và toàn bộ dẫn xuất từ hàng đợi cục bộ cùng trạng thái mạng; một bảng bốn cột bảy hàng dữ liệu.
Chức năng và logic: Chỉ đọc; mỗi hàng là một giá trị dẫn xuất kèm ràng buộc riêng.",,,,,,
"6.1","img-029","Bảng bảy field dẫn xuất","導出項目一覧表","Derived field table","table","bảng bốn cột bảy dòng dữ liệu",,,,,,,,,"Mục đích và ngữ cảnh: Là bảng field của thành phần; và cũng là chỗ khai rằng mọi giá trị đều dẫn xuất chứ không nhập.
Thành phần hiển thị: Bốn cột: số thứ tự · nhãn · kiểu · nguồn dẫn xuất và ràng buộc; bảy hàng dữ liệu.
Chức năng và logic: Chỉ đọc; không sắp xếp được và không lọc được.",,,,,,
"6.1.1","img-030","Hàng tiêu đề bảng field",,"Field table header row","label","hàng tiêu đề bảng",,,,,,,,,"Mục đích và ngữ cảnh: Đặt tên bốn cột để đọc được bảy hàng field bên dưới.
Thành phần hiển thị: Bốn ô tiêu đề: dấu số · Nhãn · Kiểu · Nguồn dẫn xuất và ràng buộc.
Chức năng và logic: Tĩnh.",,,,,,
"6.1.2","img-031","Hàng field một Trạng thái kết nối","接続状態","Connection state","label","hàng field dẫn xuất chỉ đọc",,,,,,,,"Điều kiện: không tin cờ online của trình duyệt một mình; phải có thêm một lần ping thật tới server.","Mục đích và ngữ cảnh: Giá trị dẫn xuất số một; là nguồn của thẻ chỉ báo ở lớp một và của banner ở lớp hai.
Thành phần hiển thị: Bốn ô: số 1; nhãn Trạng thái kết nối; kiểu badge; nguồn là cờ online của trình duyệt cộng một lần ping thật tới server.
Chức năng và logic: Chỉ đọc. Ràng buộc khai ngay trong ảnh: tablet nối wifi của chợ mà đường ra internet chết vẫn báo online nên không tin cờ online một mình.",,,,,"CHƯA TỒN TẠI: chưa có đường ping nào ở phía máy chủ để xác nhận kết nối thật.","Tập giá trị của badge gồm những giá trị nào và nhãn hiển thị của từng giá trị là gì; ảnh chỉ cho thấy một ca là Mất kết nối?
Ping thật lặp lại theo chu kỳ bao lâu; và bao nhiêu lần thất bại thì kết luận mất kết nối?"
"6.1.3","img-032","Hàng field hai Số thao tác chờ đồng bộ","同期待ち件数","Pending sync count","label","hàng field dẫn xuất chỉ đọc",,,,,,,,"Điều kiện: bằng 0 thì ẩn chỉ báo.","Mục đích và ngữ cảnh: Giá trị dẫn xuất số hai; là con số người dùng cần để biết sẽ mất bao nhiêu việc nếu bỏ đi.
Thành phần hiển thị: Bốn ô: số 2; nhãn Số thao tác chờ đồng bộ; kiểu number; nguồn là đếm bản ghi trong hàng đợi cục bộ.
Chức năng và logic: Chỉ đọc; bằng 0 thì ẩn chỉ báo nên đây cũng là điều kiện của trạng thái Rỗng.",,,,,"CHƯA TỒN TẠI: bảng hàng đợi đồng bộ chưa tồn tại ở phía máy chủ; mọi giá trị của thành phần đọc từ hàng đợi cục bộ trên thiết bị.","Định dạng con số khi vượt một ngưỡng hiển thị là gì; ảnh chỉ cho thấy một ca là số 3?
Đếm theo thao tác hay theo bản ghi nghiệp vụ; một thao tác chạm nhiều bản ghi thì tính là mấy?"
"6.1.4","img-033","Hàng field ba Thao tác chờ lâu nhất","最古の待機操作","Oldest pending operation","label","hàng field dẫn xuất chỉ đọc",,,,,,,,,"Mục đích và ngữ cảnh: Giá trị dẫn xuất số ba; là dấu hiệu duy nhất cho biết hàng đợi đã ứ quá lâu.
Thành phần hiển thị: Bốn ô: số 3; nhãn Thao tác chờ lâu nhất; kiểu datetime; nguồn là hàng đợi cục bộ.
Chức năng và logic: Chỉ đọc; cảnh báo mạnh hơn khi vượt ngưỡng. Ảnh khai rõ rằng khoảng thời gian ngắn của yêu cầu chưa được định lượng nên ngưỡng chưa có.",,,,,"CHƯA TỒN TẠI: bảng hàng đợi đồng bộ chưa tồn tại ở phía máy chủ; mọi giá trị của thành phần đọc từ hàng đợi cục bộ trên thiết bị.","Định dạng thời điểm hiển thị là gì; ảnh chỉ cho thấy chỗ trống dạng năm tháng ngày giờ phút?
Ngưỡng cảnh báo mạnh hơn là bao lâu và cấu hình được không?
Vượt ngưỡng thì thành phần chỉ cảnh báo hay chặn nhập thêm?"
"6.1.5","img-034","Hàng field bốn Trạng thái đồng bộ","同期状態","Sync state","label","hàng field dẫn xuất chỉ đọc",,,,,,,,,"Mục đích và ngữ cảnh: Giá trị dẫn xuất số bốn; là nửa đồng bộ lại của yêu cầu thể hiện thành một trạng thái thấy được.
Thành phần hiển thị: Bốn ô: số 4; nhãn Trạng thái đồng bộ; kiểu badge; nguồn là tiến trình đồng bộ lại hàng đợi.
Chức năng và logic: Chỉ đọc; là trạng thái nghiệm thu của nửa sau yêu cầu nên phải phân biệt được đang chờ với đang gửi.",,,,,"CHƯA TỒN TẠI: bảng hàng đợi đồng bộ chưa tồn tại ở phía máy chủ; mọi giá trị của thành phần đọc từ hàng đợi cục bộ trên thiết bị.","Tập giá trị badge gồm những giá trị nào; ảnh chỉ cho thấy nhãn Đang đồng bộ ở thẻ trạng thái?
Có hiển thị tiến độ theo số thao tác đã gửi không; thẻ trạng thái nói có tiến độ nhưng bảng field không nói dạng nào."
"6.1.6","img-035","Hàng field năm Thao tác đồng bộ thất bại","同期失敗件数","Failed sync count","label","hàng field dẫn xuất chỉ đọc",,,,,,,,"Điều kiện: thao tác đồng bộ thất bại không tự xoá; phải người dùng xử lý.","Mục đích và ngữ cảnh: Giá trị dẫn xuất số năm; đếm những thao tác bị phía máy chủ từ chối khi đồng bộ lại.
Thành phần hiển thị: Bốn ô: số 5; nhãn Thao tác đồng bộ thất bại; kiểu number; nguồn là bản ghi bị server từ chối khi đồng bộ lại.
Chức năng và logic: Chỉ đọc; không tự xoá vì tự xoá là mất dữ liệu im lặng.",,,,,"CHƯA TỒN TẠI: bảng hàng đợi đồng bộ chưa tồn tại ở phía máy chủ; mọi giá trị của thành phần đọc từ hàng đợi cục bộ trên thiết bị.","Định dạng con số và ca bằng 0 hiển thị thế nào; ảnh không cho thấy ca rỗng của field này?
Thao tác thất bại giữ tối đa bao lâu trước khi buộc người dùng xử lý?"
"6.1.7","img-036","Hàng field sáu Lý do thất bại","失敗理由","Failure reason","label","hàng field dẫn xuất chỉ đọc",,,,,,,,"Điều kiện: giữ nguyên mã lỗi gốc 409 hoặc 423 hoặc 422; không quy về lỗi không xác định.","Mục đích và ngữ cảnh: Giá trị dẫn xuất số sáu; là thứ duy nhất cho người dùng biết phải làm gì tiếp với một thao tác thất bại.
Thành phần hiển thị: Bốn ô: số 6; nhãn Lý do thất bại; kiểu text; nguồn là mã lỗi cộng thông điệp của phía máy chủ ở lần đồng bộ lại.
Chức năng và logic: Chỉ đọc; giữ nguyên mã lỗi gốc để phân biệt ba ca có ba cách xử lý khác nhau.",,,,,"CHƯA TỒN TẠI: bảng hàng đợi đồng bộ chưa tồn tại ở phía máy chủ; mọi giá trị của thành phần đọc từ hàng đợi cục bộ trên thiết bị.","Định dạng chuỗi hiển thị là mã lỗi cộng thông điệp hay chỉ thông điệp đã dịch; ảnh chỉ liệt ba mã số?
Mỗi mã lỗi kèm hành động gợi ý nào cho người dùng; ba mã trong ảnh có ba cách xử lý khác nhau."
