No,itemId,itemName,nameJP,nameTrans,itemType,itemSubtype,buttonType,dataType,required,format,minLength,maxLength,defaultValue,validationNote,description,userAction,transitionNote,databaseTable,databaseColumn,databaseNote,qa
"3.1.4","img-011","Hàng thông báo mức thường đã đọc",,"Normal notification row read","others","hàng dữ liệu bảng",,,,,,,,,"Mục đích và ngữ cảnh: Ca một thông báo không phải Critical: đã đọc trong ứng dụng nhưng kênh ngoài chưa gửi.
Thành phần hiển thị: Thẻ mức độ thường; thẻ loại event profile sắp hết hiệu lực; thẻ đã đọc; ô kết quả gửi ghi in_app thành công và email chưa gửi in đậm; nút Đã đọc ở trạng thái vô hiệu.
Chức năng và logic: Mức thường không chịu mốc năm phút. Hai kênh có kết quả độc lập nên một kênh thành công không làm kênh kia coi là xong.",,,,,"CHƯA TỒN TẠI: thiết kế đòi một bảng thông báo nhưng hệ hiện chưa có bảng nào giữ thông báo.","Mức thường có hạn gửi nào không; hay chỉ Critical mới có hạn?
Kênh email ở trạng thái chưa gửi thì có tự gửi theo lô định kỳ hay chờ điều kiện gì?"
"3.1.5","img-012","Nút Đánh dấu đã đọc trong hàng","既読にする","Mark as read button","button","nút phụ trong hàng","text_only",,,,,,,"Điều kiện: chỉ chủ sở hữu thông báo đặt được trạng thái đã đọc.
Lỗi: mở hoặc ghi thông báo của người khác thì trả trang không tìm thấy chứ không phải lỗi từ chối quyền.","Mục đích và ngữ cảnh: Cho người dùng dọn hộp thư mà không phải mở từng đối tượng liên quan.
Thành phần hiển thị: Nút chữ Đánh dấu đã đọc ở ô hành động cuối hàng; kiểu nút phụ.
Chức năng và logic: Trong lúc ghi thì đúng dòng đó bị vô hiệu. Ghi thất bại thì hiện thông báo lỗi và giữ nguyên trạng thái chưa đọc chứ không đổi trước rồi sửa sau.","on_click","Ghi trạng thái đã đọc cho đúng dòng đó; ở lại cùng màn và không điều hướng.",,,"CHƯA TỒN TẠI: thiết kế đòi một bảng thông báo nhưng hệ hiện chưa có bảng nào giữ thông báo.","Đã đọc là trạng thái theo từng người nhận; nếu thông báo gửi cho cả một vai trò thì có cần biết ai trong vai đó đã đọc không?
Đánh dấu đã đọc có bỏ đánh dấu lại được không?"
"3.1.6","img-013","Nút Xem log gửi trong hàng","送信ログを見る","View delivery log button","button","nút phụ trong hàng","text_only",,,,,,,,"Mục đích và ngữ cảnh: Đường đi từ một dòng thông báo tới bằng chứng gửi của nó; đây là chỗ thoả điều kiện nghiệm thu của FR-NOTIFY-01.
Thành phần hiển thị: Nút chữ Xem log gửi ở ô hành động của hàng đã vào queue cảnh báo vận hành.
Chức năng và logic: Chỉ đọc. Nút này thay chỗ nút đánh dấu đã đọc trên những hàng có kết quả gửi cần xem xét.","on_click","Mở khối log gửi của đúng thông báo đó với bốn thứ mà FR-NOTIFY-01 đòi nghiệm thu.",,,"CHƯA TỒN TẠI: thiết kế đòi một bảng log gửi (kênh · người nhận · kết quả · số lần thử) nhưng hệ hiện chưa có bảng nào giữ nó.","Xem log gửi mở lớp phủ trong màn hay điều hướng sang một màn riêng?
Mọi vai trò xem được log gửi của thông báo của chính mình; hay chỉ vai trò quản trị hệ thống?"
"3.1.7","img-014","Nút Đã đọc ở trạng thái vô hiệu","既読（無効）","Read button disabled","button","nút phụ vô hiệu trong hàng","text_only",,,,,,,,"Mục đích và ngữ cảnh: Cho người dùng thấy dòng này không còn hành động nào cần làm.
Thành phần hiển thị: Nút chữ Đã đọc với chữ và viền nhạt hơn; trên hàng thông báo đã đọc.
Chức năng và logic: Không nhận thao tác. Trạng thái vô hiệu suy ra từ trạng thái đã đọc của dòng.",,,,,"CHƯA TỒN TẠI: thiết kế đòi một bảng thông báo nhưng hệ hiện chưa có bảng nào giữ thông báo.","Dòng đã đọc có cho bỏ đánh dấu để đọc lại sau không; nếu có thì nút này đổi thành gì?"
"3.2","img-015","Ghi chú bốn field của bảng thông báo",,"Field note for list block","label","đoạn nhắc dưới khối",,,,,,,,,"Mục đích và ngữ cảnh: Chốt ràng buộc của bốn field khó nhất; trong đó có một ràng buộc an toàn.
Thành phần hiển thị: Một đoạn chữ nhỏ: field số 1 mức độ gồm critical và thường và chọn critical là kéo theo mốc năm phút; field số 2 loại event theo bốn nhóm mà yêu cầu khách liệt kèm lưu ý đó là ví dụ chứ không phải danh sách đóng; field số 5 dựng đường dẫn ở phía máy chủ từ loại đối tượng và mã đối tượng; chỉ điều hướng nội bộ và không nhận đường dẫn thô từ dữ liệu; field số 8 là bản thu gọn của log gửi.
Chức năng và logic: Tĩnh; ràng buộc field số 5 là ràng buộc an toàn nên không được để dữ liệu quyết định đích điều hướng.",,,,,,
"3.3","img-016","Nút Đánh dấu tất cả đã đọc","すべて既読にする","Mark all as read button","button","nút hành động chính dưới khối","text_only",,,,,,,,"Mục đích và ngữ cảnh: Cho người dùng dọn cả hộp thư sau một đợt vắng mặt.
Thành phần hiển thị: Nút chữ Đánh dấu tất cả đã đọc đặt dưới bảng; kiểu nút hành động chính.
Chức năng và logic: Chỉ ghi trạng thái đã đọc; không xoá thông báo và không đổi kết quả gửi. Không tác động tới thông báo của người khác.","on_click","Ghi trạng thái đã đọc cho mọi thông báo đang thuộc người dùng; danh sách nạp lại sau khi ghi xong.",,,"CHƯA TỒN TẠI: thiết kế đòi một bảng thông báo nhưng hệ hiện chưa có bảng nào giữ thông báo.","Đánh dấu tất cả đã đọc áp cho toàn bộ hộp thư hay chỉ cho các dòng đang khớp bộ lọc?
Có cần bước xác nhận trước khi áp cho toàn bộ không?"
"4","img-017","Khối log gửi một thông báo",,"Delivery log block","others","khối bảng sáu cột kèm ghi chú và hai ô chỉ đọc",,,,,,,,,"Mục đích và ngữ cảnh: Nơi thoả điều kiện nghiệm thu của FR-NOTIFY-01 và FE-039: bốn thứ về lượt gửi cộng mốc năm phút phải xem được từ màn.
Thành phần hiển thị: Tiêu đề khối; bảng sáu cột với hai hàng cho hai kênh; đoạn ghi chú về ranh giới kênh và trần retry; một hàng hai ô chỉ đọc là hạn gửi và queue cảnh báo vận hành.
Chức năng và logic: Toàn khối chỉ đọc; không có ô nào cho người dùng đặt lại kết quả gửi.",,,,,,
"4.1","img-018","Bảng log gửi","送信ログ","Delivery log table","table","bảng sáu cột chỉ đọc",,,,,,,,,"Mục đích và ngữ cảnh: Trình bày từng lượt gửi theo kênh; đủ để trả lời câu hỏi thông báo này đã tới ai và kết quả ra sao.
Thành phần hiển thị: Sáu cột: kênh · người nhận · kết quả · số lần thử · lần thử cuối · trạng thái cuối cùng; hai hàng cho hai kênh của cùng một thông báo.
Chức năng và logic: Bốn cột đầu là nguyên văn điều kiện nghiệm thu của FR-NOTIFY-01. Chỉ hai giá trị kênh nên bảng không được để chỗ cho kênh thứ ba.",,,,,"CHƯA TỒN TẠI: thiết kế đòi một bảng log gửi (kênh · người nhận · kết quả · số lần thử) nhưng hệ hiện chưa có bảng nào giữ nó.","Mỗi lần thử là một hàng riêng hay một hàng cho mỗi kênh kèm bộ đếm?
Thông báo gửi cho nhiều người nhận thì bảng này liệt từng người hay gộp?"
"4.1.1","img-019","Hàng tiêu đề bảng log gửi",,"Delivery log header row","label","hàng tiêu đề bảng",,,,,,,,,"Mục đích và ngữ cảnh: Đặt tên sáu cột của bảng log gửi.
Thành phần hiển thị: Một hàng nền xám nhạt với sáu nhãn: Kênh · Người nhận · Kết quả · Số lần thử · Lần thử cuối · Trạng thái cuối cùng.
Chức năng và logic: Tĩnh.",,,,,,
"4.1.2","img-020","Hàng log gửi kênh trong ứng dụng",,"In-app delivery row","others","hàng dữ liệu bảng",,,,"YYYY-MM-DD hh:mm",,,,,"Mục đích và ngữ cảnh: Ca kênh trong ứng dụng: gửi được ngay lần thử đầu nên trạng thái cuối cùng là đã gửi.
Thành phần hiển thị: Sáu ô: kênh in_app · người nhận Người tham gia A · thẻ kết quả thành công · số lần thử một trên ba · lần thử cuối dạng YYYY-MM-DD hh:mm · trạng thái cuối cùng đã gửi.
Chức năng và logic: Kênh trong ứng dụng coi là gửi xong khi dòng thông báo đã tồn tại và người nhận đọc được nó.",,,,,"CHƯA TỒN TẠI: thiết kế đòi một bảng log gửi (kênh · người nhận · kết quả · số lần thử) nhưng hệ hiện chưa có bảng nào giữ nó.","Kênh trong ứng dụng có bao giờ thất bại không; nếu có thì điều kiện nào tính là thất bại?
Người nhận hiện tên hiển thị hay mã; và có bao giờ hiện thư điện tử không?"
"4.1.3","img-021","Hàng log gửi kênh email thất bại hết trần retry",,"Email delivery row exhausted","others","hàng dữ liệu bảng",,,,,,,,,"Mục đích và ngữ cảnh: Ca xấu nhất mà yêu cầu khách gọi tên: hết trần ba lần thử vẫn thất bại nên phải chốt trạng thái cuối cùng.
Thành phần hiển thị: Sáu ô: kênh email · người nhận Người tham gia A · thẻ kết quả thất bại · số lần thử ba trên ba · lần thử cuối · trạng thái cuối cùng là thẻ đã vào queue cảnh báo vận hành.
Chức năng và logic: Hết ba lần thử là chốt và không retry tiếp. Trạng thái cuối cùng ở đây là một giá trị riêng; khác với kết quả thất bại của một lượt thử.",,,,,"CHƯA TỒN TẠI: thiết kế đòi một bảng log gửi (kênh · người nhận · kết quả · số lần thử) nhưng hệ hiện chưa có bảng nào giữ nó.","Khoảng cách giữa các lần thử là bao nhiêu; yêu cầu khách chỉ cho trần ba lần chứ không cho khoảng cách?
Trạng thái cuối cùng có tập giá trị nào; đã gửi và đã vào queue cảnh báo vận hành có phải là hai giá trị duy nhất?"
"4.2","img-022","Ghi chú ranh giới kênh và trần retry",,"Channel boundary note","label","đoạn nhắc dưới khối",,,,,,,,,"Mục đích và ngữ cảnh: Khai ranh giới phạm vi của nhóm chức năng thông báo; để giao diện không mở cửa cho kênh ngoài phạm vi.
Thành phần hiển thị: Một đoạn chữ nhỏ: bốn cột đầu là nguyên văn nghiệm thu FR-NOTIFY-01; chỉ hai giá trị kênh in_app và email; không có SMS và không có FAX vì FN-12 khai ngoài phạm vi nên giao diện không được để chỗ cho chúng; trần ba lần thử theo BR-NOTIFY-01 và hết ba lần là chốt trạng thái cuối cùng rồi chuyển sang queue cảnh báo vận hành.
Chức năng và logic: Tĩnh; đây là ràng buộc phạm vi; không phải gợi ý.",,,,,,
"4.3","img-023","Ô Hạn gửi chỉ cho thông báo Critical","送信期限（Critical のみ）","Critical delivery deadline","label","ô chỉ đọc kèm nhãn và dòng nhắc",,,,,,,,,"Mục đích và ngữ cảnh: Chỗ duy nhất trên màn cho thấy mốc năm phút của FR-NOTIFY-02 đã đạt hay chưa; là dữ liệu nghiệm thu của FE-039.
Thành phần hiển thị: Nhãn Hạn gửi chỉ thông báo Critical; ô chỉ đọc nền xám ghi thời điểm sinh event; hạn bằng thời điểm đó cộng năm phút; và một thẻ trong hạn; dòng nhắc nói rõ mốc năm phút tính từ thời điểm sinh event chứ không từ lần thử đầu.
Chức năng và logic: Chỉ hiện cho thông báo mức critical. Là giá trị suy ra từ thời điểm sinh event và thời điểm gửi xong; không có ô nhập.",,,,,"CHƯA TỒN TẠI: thiết kế đòi một bảng log gửi (kênh · người nhận · kết quả · số lần thử) nhưng hệ hiện chưa có bảng nào giữ nó. Mốc năm phút suy ra từ thời điểm sinh event và thời điểm gửi xong nên cần cả hai cột thời gian đó.","Quá hạn năm phút có tính vào cảnh báo vận hành ngay dù retry còn dở không?
Thông báo mức thường có hạn gửi nào không; nếu không thì ô này ẩn hay hiện dấu gạch?
Định dạng hiển thị hạn là giờ phút hay đếm ngược; ảnh chỉ cho thấy dạng hh:mm."
"4.4","img-024","Ô Queue cảnh báo vận hành","運用アラートキュー","Ops alert queue","label","ô chỉ đọc kèm nhãn và dòng nhắc",,,,,,,,,"Mục đích và ngữ cảnh: Cho vai trò quản trị hệ thống thấy tồn đọng của các thông báo đã hết trần retry mà vẫn chưa tới người nhận.
Thành phần hiển thị: Nhãn Queue cảnh báo vận hành; ô chỉ đọc nền xám ghi số thông báo thất bại sau retry; dòng nhắc nói rõ chỉ ROLE-SYS-ADMIN thấy và đây là đầu vào của NFR-OPS-01 cùng FE-046.
Chức năng và logic: Chỉ đọc; là bộ đếm suy ra từ log gửi. Vai trò khác ROLE-SYS-ADMIN không thấy ô này.",,,,,"CHƯA TỒN TẠI: thiết kế đòi một bảng log gửi (kênh · người nhận · kết quả · số lần thử) nhưng hệ hiện chưa có bảng nào giữ nó.","Bộ đếm này đếm trong khoảng thời gian nào; toàn bộ lịch sử hay chỉ chưa xử lý?
Bấm vào ô có mở danh sách chi tiết không; hay chỉ là con số?
Ai được đóng một mục trong queue và thao tác đó có cần ghi lý do?"
"5","img-025","Khối bộ lọc hộp thư",,"Inbox filter block","others","khối hai điều kiện lọc",,,,,,,,,"Mục đích và ngữ cảnh: Cho người dùng thu hẹp hộp thư khi số thông báo lớn.
Thành phần hiển thị: Tiêu đề khối nêu phạm vi field số 9 tới số 10; một hàng hai điều kiện là hộp kiểm chỉ chưa đọc và ô chọn lọc theo mức độ.
Chức năng và logic: Hai điều kiện chỉ tác động phía giao diện; không đổi dữ liệu.",,,,,,
"5.1","img-026","Hộp kiểm Chỉ chưa đọc","未読のみ","Unread only checkbox","checkbox","hộp kiểm kèm nhãn và dòng nhắc",,"boolean","false",,,,"false",,"Mục đích và ngữ cảnh: Đường nhanh nhất để người dùng chỉ nhìn việc còn phải làm.
Thành phần hiển thị: Nhãn Chỉ chưa đọc; hộp kiểm chưa chọn kèm chữ Chỉ hiện thông báo chưa đọc; dòng nhắc ghi field số 9 và chỉ tác động giao diện.
Chức năng và logic: Không chọn là mặc định nên hộp thư mở ra hiện cả đã đọc và chưa đọc.","on_click",,,,"CHƯA TỒN TẠI: thiết kế đòi một bảng thông báo nhưng hệ hiện chưa có bảng nào giữ thông báo.","Bật hộp kiểm này có được nhớ lại cho lần vào màn sau không?
Định dạng giá trị gửi lên khi bật là gì; ảnh không cho thấy nên cần chốt cùng hợp đồng đọc danh sách."
"5.2","img-027","Ô chọn Lọc theo mức độ","重要度フィルタ","Severity filter","dropdown","ô chọn một giá trị kèm nhãn và dòng nhắc",,"string","false",,,,"Tất cả",,"Mục đích và ngữ cảnh: Cho người dùng tách riêng nhóm Critical khi cần xử lý gấp.
Thành phần hiển thị: Nhãn Lọc theo mức độ; ô chọn hiện Tất cả kèm mũi chỉ xuống; dòng nhắc ghi field số 10 với ba giá trị tất cả và critical và thường; và nói rõ giá trị lạ thì bỏ qua bộ lọc.
Chức năng và logic: Giá trị lạ không làm lỗi mà bị bỏ qua; đây là quyết định có chủ đích để bộ lọc không chặn người dùng.","on_click",,,,"CHƯA TỒN TẠI: thiết kế đòi một bảng thông báo nhưng hệ hiện chưa có bảng nào giữ thông báo.","Định dạng giá trị gửi lên là chuỗi hiển thị hay mã cố định; ảnh chỉ cho thấy nhãn tiếng Việt.
Bỏ qua giá trị lạ thì có hiện lời nhắc cho người dùng biết bộ lọc không được áp không?"
"6","img-028","Khối trạng thái màn",,"Screen state block","others","khối mười thẻ trạng thái",,,,,,,,,"Mục đích và ngữ cảnh: Liệt kê mọi trạng thái màn phải xử lý; trong đó có bốn trạng thái riêng của việc gửi kênh ngoài.
Thành phần hiển thị: Tiêu đề khối; mười thẻ xếp thành ba hàng; mỗi thẻ có một tiêu đề nhỏ và một đoạn mô tả.
Chức năng và logic: Chỉ đọc; là tài liệu thiết kế chứ không phải thành phần chạy trên màn.",,,,,,
"6.1","img-029","Thẻ trạng thái Rỗng",,"State card empty","label","thẻ trạng thái",,,,,,,,,"Mục đích và ngữ cảnh: Hộp rỗng là trạng thái hợp lệ; không phải lỗi cấu hình.
Thành phần hiển thị: Thẻ có tiêu đề Rỗng và câu hiển thị Không có thông báo.
Chức năng và logic: Người dùng mới hoặc người dùng đã dọn hết hộp thư đều gặp trạng thái này.",,,,,,
"6.2","img-030","Thẻ trạng thái Đang tải",,"State card loading","label","thẻ trạng thái",,,,,,,,,"Mục đích và ngữ cảnh: Cho người dùng biết hộp thư đang được nạp.
Thành phần hiển thị: Thẻ có tiêu đề Đang tải và mô tả skeleton danh sách.
Chức năng và logic: Bộ lọc và các nút hành động bị vô hiệu trong lúc nạp.",,,,,,
"6.3","img-031","Thẻ trạng thái Lỗi tải",,"State card load error","label","thẻ trạng thái",,,,,,,,,"Mục đích và ngữ cảnh: Phân biệt lỗi kỹ thuật với hộp thư rỗng.
Thành phần hiển thị: Thẻ có tiêu đề Lỗi tải và mô tả thông báo lỗi kèm nút thử lại.
Chức năng và logic: Không rơi về trạng thái rỗng khi truy vấn thất bại.",,,,,,
"6.4","img-032","Thẻ trạng thái Không có quyền",,"State card forbidden","label","thẻ trạng thái",,,,,,,,,"Mục đích và ngữ cảnh: Khai mức chặn khi người dùng mở thẳng một thông báo không thuộc mình.
Thành phần hiển thị: Thẻ có tiêu đề Không có quyền và mô tả mở thẳng thông báo của người khác trả trang không tìm thấy chứ không phải lỗi từ chối quyền.
Chức năng và logic: Trả trang không tìm thấy là có chủ đích; không lộ sự tồn tại của thông báo người khác.",,,,,,
"6.5","img-033","Thẻ trạng thái Đang gửi",,"State card writing","label","thẻ trạng thái",,,,,,,,,"Mục đích và ngữ cảnh: Chặn bấm đánh dấu đã đọc hai lần trên cùng một dòng.
Thành phần hiển thị: Thẻ có tiêu đề Đang gửi và mô tả đang ghi trạng thái đã đọc nên dòng đó bị vô hiệu.
Chức năng và logic: Là trạng thái của một dòng chứ không của cả danh sách.",,,,,,
"6.6","img-034","Thẻ trạng thái Gửi lỗi",,"State card write failed","label","thẻ trạng thái",,,,,,,,,"Mục đích và ngữ cảnh: Giữ đúng sự thật khi ghi trạng thái đã đọc thất bại.
Thành phần hiển thị: Thẻ có tiêu đề Gửi lỗi và mô tả ghi đã đọc thất bại thì hiện thông báo lỗi và giữ nguyên trạng thái chưa đọc.
Chức năng và logic: Không đổi giao diện trước rồi sửa sau; trạng thái hiển thị luôn khớp dữ liệu đã ghi.",,,,,,
"6.7","img-035","Thẻ trạng thái Đang retry kênh ngoài",,"State card retrying","label","thẻ trạng thái",,,,,,,,,"Mục đích và ngữ cảnh: Phân biệt còn đang thử với đã thất bại — hai cái này không được hiện giống nhau.
Thành phần hiển thị: Thẻ có tiêu đề Đang retry kênh ngoài và mô tả còn trong ba lần thử thì hiện nhãn đang gửi email hai trên ba và chưa phải thất bại.
Chức năng và logic: Chỉ khi hết trần ba lần thì mới chuyển sang trạng thái thất bại chốt.",,,,,,
"6.8","img-036","Thẻ trạng thái Vào queue cảnh báo vận hành",,"State card ops queue","label","thẻ trạng thái",,,,,,,,,"Mục đích và ngữ cảnh: Chính điều kiện nghiệm thu của FR-NOTIFY-02; là một trạng thái riêng chứ không phải gửi lỗi chung.
Thành phần hiển thị: Thẻ có tiêu đề Vào queue cảnh báo vận hành và mô tả hết ba lần thử mà vẫn thất bại; có nhãn riêng trên dòng và mở được log gửi; không gộp với gửi lỗi.
Chức năng và logic: Trạng thái này là đầu vào của phần giám sát vận hành; nên phải phát được cảnh báo ra ngoài màn.",,,,,,
"6.9","img-037","Thẻ trạng thái Quá hạn 5 phút",,"State card deadline missed","label","thẻ trạng thái",,,,,,,,,"Mục đích và ngữ cảnh: Ràng buộc thời gian riêng của thông báo Critical theo FR-NOTIFY-02.
Thành phần hiển thị: Thẻ có tiêu đề Quá hạn 5 phút và mô tả thông báo Critical chưa gửi xong sau năm phút thì hiện nhãn quá hạn và tính vào cảnh báo vận hành dù retry còn dở.
Chức năng và logic: Quá hạn và hết trần retry là hai điều kiện độc lập; chỉ cần một trong hai là phải cảnh báo.",,,,,,
"6.10","img-038","Thẻ trạng thái Không có read-only vì lock",,"State card no lock read-only","label","thẻ trạng thái",,,,,,,,,"Mục đích và ngữ cảnh: Đóng lại một giả định dễ sai: màn này không liên quan tới khoá ngày nghiệp vụ.
Thành phần hiển thị: Thẻ có tiêu đề Không có read-only vì lock và mô tả màn không chạm bảng bị lock ngày nên không bao giờ trả mã lỗi khoá ngày.
Chức năng và logic: Vì vậy không có trạng thái chỉ đọc theo ngày trên màn này.",,,,,,
