No,itemId,itemName,nameJP,nameTrans,itemType,itemSubtype,buttonType,dataType,required,format,minLength,maxLength,defaultValue,validationNote,description,userAction,transitionNote,databaseTable,databaseColumn,databaseNote,qa
"3.4","img-011","Ô nhập Lý do thay đổi","変更理由","Change reason textarea","textarea","ô nhập nhiều dòng bắt buộc",,"string","true","none",,"1000",,"Điều kiện: lý do thay đổi không được để trống.
Lỗi: nút Tạo bản nháp giữ trạng thái vô hiệu cho tới khi có giá trị.","Mục đích và ngữ cảnh: Ghi lý do đổi biểu suất; FR-AUDIT-01 đòi dấu vết kiểm toán của thao tác tạo phải có lý do.
Thành phần hiển thị: Nhãn Lý do thay đổi kèm dấu bắt buộc; ô nhập nhiều dòng mang câu mẫu Điều chỉnh theo thoả thuận quý IV với Chủ đầu tư.
Chức năng và logic: Là dữ liệu bắt buộc chứ không phải ghi chú tuỳ chọn. Lý do đi kèm dòng dấu vết kiểm toán của thao tác tạo phiên bản.",,,,,"Thiết kế coi lý do là dữ liệu bắt buộc của dấu vết kiểm toán cho thao tác tạo. Prototype lưu chuỗi này vào phần mô tả của nội dung biểu suất và coi là ghi chú tuỳ chọn; chưa có chỗ lưu riêng cho lý do nên phần mapping để trống.","- Độ dài tối thiểu của lý do là bao nhiêu để tránh người dùng nhập một ký tự cho qua?
- Lý do có hiện lại cho người duyệt đọc ở khung phê duyệt không?"
"3.5","img-012","Nút Tạo bản nháp","下書き作成ボタン","Create draft button","button","nút chính","text_only",,,,,,,,"Mục đích và ngữ cảnh: Gửi bản nháp phiên bản biểu suất để người khác phê duyệt.
Thành phần hiển thị: Một nút chữ nhấn mạnh đặt dưới ô nhập lý do.
Chức năng và logic: Chỉ bật khi đã đủ ngày hiệu lực; nội dung biểu suất và lý do. Hệ thống tự đặt số phiên bản; trạng thái khởi tạo chờ duyệt và người lập; người lập không nhập được ba giá trị đó.","on_click","Tạo xong thì về SC-23 danh sách phiên bản; dòng mới ở trạng thái chờ duyệt.","incentive_rule_version",,"Ghi một dòng phiên bản mới ở trạng thái chờ duyệt. Prototype có bảng này và ghi đúng trạng thái khởi tạo; nhưng không ghi dòng dấu vết kiểm toán cho thao tác tạo.","- Sau khi tạo xong thì về danh sách SC-23; hay mở luôn chi tiết phiên bản vừa tạo?
- Hai người lập tạo cùng lúc dẫn tới trùng số phiên bản thì thông báo cho người thứ hai như thế nào?"
"3.6","img-013","Nút Tạo bản nháp ở trạng thái vô hiệu","下書き作成ボタン(無効)","Create draft button disabled","button","nút ở trạng thái vô hiệu","text_only",,,,,,,,"Mục đích và ngữ cảnh: Biến thể vô hiệu của nút tạo; vẽ để nói rõ điều kiện bật nút chứ không phải một nút thứ hai trên màn thật.
Thành phần hiển thị: Một nút chữ mờ kèm chú thích trong nhãn về ba điều kiện còn thiếu.
Chức năng và logic: Nút tắt khi thiếu bất kỳ một trong ba field bắt buộc; hoặc khi đã dùng hết hạn mức 4 lần trong năm.",,,,,,
"3.7","img-014","Ghi chú field server tự đặt","サーバー自動設定の注記","Server-assigned fields note","label","ghi chú khối",,,,,,,,,"Mục đích và ngữ cảnh: Vạch rõ đâu là giá trị client gửi và đâu là giá trị server tự quyết; để không ai mở ba giá trị đó ra cho client.
Thành phần hiển thị: Một đoạn ghi chú dưới hàng nút: hệ thống tự đặt số phiên bản; trạng thái khởi tạo chờ duyệt và người lập; bản nháp không chi phối cách tính ở SC-22 cho tới khi được phê duyệt và tới ngày hiệu lực.
Chức năng và logic: Thuần hiển thị. Ba giá trị server tự đặt là chốt an toàn: nhận số phiên bản hay người lập từ client là mở đường lách cổng maker-checker.",,,,,,
"4","img-015","Khung phê duyệt và rollback — vai người duyệt","承認・ロールバックブロック","Approve and rollback block","others","khối chi tiết và thao tác",,,,,,,,,"Mục đích và ngữ cảnh: Nơi người duyệt đọc nội dung phiên bản rồi phê duyệt; hoặc rollback phiên bản đang hiệu lực về một phiên bản trước.
Thành phần hiển thị: Tiêu đề khung; hai hàng field chỉ đọc gồm sáu ô; nút Phê duyệt; ô chọn phiên bản đích để rollback; nút Rollback và một ghi chú về điều kiện hiện nút.
Chức năng và logic: Hai thao tác ghi khác nhau; mỗi thao tác chỉ hiện ở đúng một trạng thái. Cả hai đều ghi dấu vết kiểm toán kèm lý do và cả hai đều chịu ràng buộc người duyệt khác người lập.",,,,,,
"4.1","img-016","Ô hiển thị Phiên bản","バージョン","Version field","label","ô hiển thị chỉ đọc",,"integer",,"v<số nguyên>",,,,,"Mục đích và ngữ cảnh: Cho người duyệt biết đang xử lý phiên bản nào.
Thành phần hiển thị: Nhãn Phiên bản và một ô chữ chỉ đọc mang giá trị v4.
Chức năng và logic: Chỉ đọc; do hệ thống đặt lúc tạo bản nháp. Số phiên bản không bị dùng lại kể cả sau rollback.",,,"incentive_rule_version","version_no","Số phiên bản đang mở; duy nhất trên toàn bảng. Prototype có đúng cột này kèm chỉ mục duy nhất.",
"4.2","img-017","Ô hiển thị Ngày hiệu lực","発効日","Effective date field","label","ô hiển thị chỉ đọc",,"date",,"YYYY-MM-DD",,,,,"Mục đích và ngữ cảnh: Cho người duyệt biết phiên bản này sẽ chi phối cách tính từ ngày nào.
Thành phần hiển thị: Nhãn Ngày hiệu lực và một ô chữ chỉ đọc mang giá trị 2026-10-01.
Chức năng và logic: Chỉ đọc; không sửa được ở khung này. Muốn đổi ngày hiệu lực thì phải tạo một phiên bản khác.",,,"incentive_rule_version","effective_from","Ngày phiên bản bắt đầu chi phối cách tính. Prototype có đúng cột này với ràng buộc không rỗng.",
"4.3","img-018","Ô hiển thị Trạng thái","状態","Status field","label","ô hiển thị chỉ đọc",,"string",,"Chờ duyệt | Đã duyệt; chờ tới ngày hiệu lực | Đang hiệu lực | Đã bị thay thế | Đã rollback",,,,,"Mục đích và ngữ cảnh: Trạng thái quyết định khung này cho làm gì: phê duyệt; rollback; hay không còn gì để làm.
Thành phần hiển thị: Nhãn Trạng thái và một ô chữ chỉ đọc mang giá trị Chờ duyệt.
Chức năng và logic: Nút Phê duyệt chỉ hiện khi đang chờ duyệt; nút Rollback chỉ hiện khi đang hiệu lực. Phiên bản đã rollback hoặc đã bị thay thế thì không hiện khối thao tác.",,,"incentive_rule_version","status","Trạng thái vòng đời của phiên bản; quyết định nút nào hiện. Prototype chỉ lưu ba giá trị; hai trạng thái còn lại tính lúc đọc.",
"4.4","img-019","Ô hiển thị Người lập","作成者","Maker field","label","ô hiển thị chỉ đọc",,"string",,,,,,,"Mục đích và ngữ cảnh: Người lập là căn cứ của cổng maker-checker; không phải thông tin trang trí.
Thành phần hiển thị: Nhãn Người lập và một ô chữ chỉ đọc mang tên hiển thị Người dùng D.
Chức năng và logic: Server so giá trị này với người đang thao tác; trùng nhau thì từ chối cả phê duyệt và rollback. Hiển thị chỉ dùng tên hiển thị hoặc mã người dùng; không bao giờ thư điện tử nội bộ.",,,"incentive_rule_version","created_by","Người tạo phiên bản; là cột được so với người đang thao tác để chặn tự duyệt. Prototype có đúng cột này; hiển thị rơi về thư điện tử nội bộ khi tên hiển thị rỗng.",
"4.5","img-020","Ô hiển thị Người duyệt","承認者","Checker field","label","ô hiển thị chỉ đọc",,"string",,,,,,,"Mục đích và ngữ cảnh: Chứng minh phiên bản đã qua cổng phê duyệt và ai là người chịu trách nhiệm.
Thành phần hiển thị: Nhãn Người duyệt và một ô chữ chỉ đọc hiện dấu gạch kèm chú thích điền khi phê duyệt.
Chức năng và logic: Rỗng là hợp lệ khi còn chờ duyệt. Giá trị được ghi trong chính lần phê duyệt; không nhận từ client.",,,"incentive_rule_version","approved_by","Người phê duyệt; rỗng khi phiên bản còn chờ duyệt và được ghi ngay trong lần phê duyệt. Prototype có đúng cột này.",
"4.6","img-021","Ô hiển thị Nội dung biểu suất","料率内容","Rate table field","label","ô hiển thị chỉ đọc",,"string",,,,,,,"Mục đích và ngữ cảnh: Người duyệt phải đọc được đúng cái mình đang duyệt; duyệt mà không thấy nội dung thì cổng maker-checker chỉ còn là hình thức.
Thành phần hiển thị: Nhãn Nội dung biểu suất; một ô chữ chỉ đọc mang giá trị Hệ số 110/100 · tỷ lệ chi trả; dòng gợi ý nói phải kèm phần khác so với phiên bản đang hiệu lực.
Chức năng và logic: Thiết kế đòi hiện cả phần khác biệt so với phiên bản đang hiệu lực; không chỉ hiện giá trị mới.",,,"incentive_rule_version","rate_table","Nội dung biểu suất của phiên bản đang mở. Prototype có cột này nhưng không hiện nội dung lên màn và engine tính thưởng không đọc nó.","- Phần khác biệt so với phiên bản đang hiệu lực trình bày thế nào: hai cột cạnh nhau; hay đánh dấu ngay trong nội dung?"
"4.7","img-022","Nút Phê duyệt","承認ボタン","Approve button","button","nút chính","text_only",,,,,,,"Điều kiện: người thao tác phải khác người lập của phiên bản.
Lỗi: từ chối kèm câu ""Bạn không thể phê duyệt phiên bản do chính mình tạo.""
Điều kiện: phiên bản phải còn ở trạng thái chờ duyệt.
Lỗi: từ chối kèm câu ""Phiên bản này đã được xử lý trước đó.""","Mục đích và ngữ cảnh: Đưa bản nháp qua cổng maker-checker để nó đủ điều kiện chi phối cách tính từ ngày hiệu lực.
Thành phần hiển thị: Một nút chữ nhấn mạnh đặt dưới hai hàng field chỉ đọc.
Chức năng và logic: Chỉ hiện khi phiên bản đang chờ duyệt và người xem khác người lập. Ẩn nút chỉ là gợi ý trình bày; chặn thật phải ở server và phải chặn cả khi gọi API trực tiếp.","on_click","Ở lại màn; phiên bản chuyển sang đã duyệt và điền người duyệt. Không đổi số thưởng ngay — phiên bản chỉ chi phối các kỳ từ ngày hiệu lực trở đi.","incentive_rule_version","status","Chuyển trạng thái từ chờ duyệt sang đã duyệt và ghi người duyệt trong cùng một lệnh có điều kiện. Prototype làm đúng khuôn này nên hai người duyệt cùng lúc thì người thứ hai bị từ chối chứ không ghi đè.",
"4.8","img-023","Ô chọn Rollback về phiên bản","復元先バージョン","Rollback target select","dropdown","ô chọn bắt buộc khi rollback",,"string","true","v<số phiên bản> (YYYY-MM-DD)",,,,"Điều kiện: phải chọn một phiên bản đích trước khi bấm Rollback.
Lỗi: từ chối yêu cầu vì thiếu phiên bản đích.
Điều kiện: phiên bản đích phải đã từng qua cổng maker-checker; nghĩa là không được là bản còn chờ duyệt.
Lỗi: từ chối kèm câu ""Phiên bản đích không hợp lệ để rollback.""
Điều kiện: phiên bản đích không được là phiên bản đang hiệu lực.
Lỗi: từ chối kèm câu ""Phiên bản đích không hợp lệ để rollback.""","Mục đích và ngữ cảnh: Chọn phiên bản sẽ được nâng lên đang hiệu lực khi rollback phiên bản hiện tại.
Thành phần hiển thị: Nhãn Rollback về phiên bản kèm dấu bắt buộc; ô chọn mang giá trị mẫu v2 (2026-08-01); dòng gợi ý nói đích chỉ được là phiên bản đã từng qua cổng maker-checker.
Chức năng và logic: Ràng buộc quan trọng: cho chọn một bản còn chờ duyệt thì một bản chưa ai duyệt sẽ thành đang hiệu lực và bỏ qua hẳn cổng phê duyệt.",,,"incentive_rule_version","id","Phiên bản đích của rollback. Prototype lọc ứng viên ở phía server theo trạng thái nên bản chờ duyệt không vào được danh sách.",
"4.9","img-024","Nút Rollback","ロールバックボタン","Rollback button","button","nút nguy hiểm","text_only",,,,,,,"Điều kiện: người thao tác phải khác người lập theo quy tắc maker-checker của rollback.
Lỗi: từ chối kèm câu ""Bạn không thể rollback phiên bản do chính mình tạo.""
Điều kiện: phiên bản phải đang ở trạng thái đang hiệu lực.
Lỗi: từ chối kèm câu ""Phiên bản này hiện không ở trạng thái đang hiệu lực.""","Mục đích và ngữ cảnh: Quay về một phiên bản trước đó khi phiên bản đang hiệu lực có vấn đề; và giữ nguyên dòng lịch sử.
Thành phần hiển thị: Một nút chữ kiểu cảnh báo đặt dưới ô chọn phiên bản đích.
Chức năng và logic: Rollback là một phiên bản mới trong dòng lịch sử; không phải xoá phiên bản đang hiệu lực. Bản bị hạ cấp vẫn còn nguyên trong danh sách SC-23.","on_click","Ở lại màn; phiên bản hiện tại chuyển sang đã rollback và phiên bản đích lên đang hiệu lực. Các kỳ đã chốt giữ nguyên phiên bản đã dùng.","incentive_rule_version","status","Hạ cấp phiên bản hiện tại và nâng cấp phiên bản đích; thiết kế coi đây là một thao tác trọn vẹn. Prototype làm bằng hai lệnh ghi rời và bù ngược khi lệnh thứ hai lỗi.","- Rollback có cần ô nhập lý do riêng như thao tác tạo không?
- Khi rollback; quy tắc maker-checker kiểm người lập của phiên bản đang bị hạ cấp; hay của phiên bản đích?"
"4.10","img-025","Ghi chú điều kiện hiện hai nút thao tác","操作ボタン表示条件の注記","Action visibility note","label","ghi chú khối",,,,,,,,,"Mục đích và ngữ cảnh: Chốt lại quy tắc hiện nút theo trạng thái; và nghĩa vụ ghi dấu vết của cả hai thao tác.
Thành phần hiển thị: Một đoạn ghi chú dưới nút Rollback.
Chức năng và logic: Thuần hiển thị. Hai thao tác không bao giờ cùng hiện vì hai trạng thái tiền đề loại trừ nhau.",,,,,,
"5","img-026","Khối maker-checker khi bạn là người lập","メーカー・チェッカー阻止ブロック","Maker-checker block for self","others","khối biểu mẫu ở trạng thái chặn",,,,,,,,,"Mục đích và ngữ cảnh: Vẽ đúng những gì người lập nhìn thấy khi mở phiên bản của chính mình; để không ai dựng nhầm thành ẩn cả khối.
Thành phần hiển thị: Tiêu đề khối; hai câu thông báo cho hai trạng thái; hai nút Phê duyệt và Rollback ở dạng vô hiệu và một ghi chú về chỗ chặn thật.
Chức năng và logic: Khối thao tác vẫn hiện nhưng chỉ chứa ghi chú; không có nút nào bấm được. Đây là ràng buộc riêng của GOV-RULE-01 và không suy ra được từ vai trò vì người lập và người duyệt cùng là quản trị rule.",,,,,,
"5.1","img-027","Nút Phê duyệt ở trạng thái vô hiệu","承認ボタン(無効)","Approve button disabled","button","nút ở trạng thái vô hiệu","text_only",,,,,,,,"Mục đích và ngữ cảnh: Biến thể vô hiệu của nút Phê duyệt khi người xem chính là người lập phiên bản.
Thành phần hiển thị: Một nút chữ mờ đặt cạnh nút Rollback mờ; dưới hai câu thông báo của khối.
Chức năng và logic: Vô hiệu vì người duyệt phải khác người lập. Nút mờ chỉ là gợi ý trình bày; gọi API trực tiếp vẫn bị từ chối.",,,,,,
"5.2","img-028","Nút Rollback ở trạng thái vô hiệu","ロールバックボタン(無効)","Rollback button disabled","button","nút ở trạng thái vô hiệu","text_only",,,,,,,,"Mục đích và ngữ cảnh: Biến thể vô hiệu của nút Rollback khi người xem chính là người lập phiên bản.
Thành phần hiển thị: Một nút chữ mờ đặt sau nút Phê duyệt mờ.
Chức năng và logic: Vô hiệu vì cùng một ràng buộc maker-checker áp cho rollback. Nút mờ chỉ là gợi ý trình bày; gọi API trực tiếp vẫn bị từ chối.",,,,,,
"5.3","img-029","Ghi chú chặn thật nằm ở server","サーバー側強制の注記","Server-side enforcement note","label","ghi chú khối",,,,,,,,,"Mục đích và ngữ cảnh: Chốt rằng ràng buộc maker-checker là ràng buộc kiến trúc; không phải quy tắc trình bày.
Thành phần hiển thị: Một đoạn ghi chú dưới hai nút vô hiệu: chặn thật ở server; ràng buộc riêng của GOV-RULE-01 và không suy ra được từ vai trò; cùng một luật với SC-21.
Chức năng và logic: Thuần hiển thị. Hai tài khoản demo tách đôi một người lập và một người duyệt là cố ý để chứng minh cổng này chạy.",,,,,,
"6","img-030","Khối bất biến thiết kế — thay đổi không làm biến dạng dữ liệu đã chốt","設計不変条件ブロック","Design invariant block","others","khối tài liệu bất biến",,,,,,,,,"Mục đích và ngữ cảnh: Khai một bất biến không nhìn thấy được qua ảnh chụp: phê duyệt không đổi số thưởng ngay và rollback không xoá lịch sử.
Thành phần hiển thị: Tiêu đề khối và hai đoạn văn: phiên bản mới chỉ chi phối các kỳ từ ngày hiệu lực trở đi; rollback là một phiên bản mới trong dòng lịch sử.
Chức năng và logic: Thuần hiển thị tài liệu. Đây là hệ quả trực tiếp của GOV-RULE-01: các kỳ đã chốt giữ nguyên phiên bản đã dùng nên SC-22 vẫn giải thích được số cũ.",,,,,,
"7","img-031","Khối liệt kê trạng thái của cả hai khung","画面状態一覧ブロック","Screen state list block","others","khối tài liệu trạng thái",,,,,,,,,"Mục đích và ngữ cảnh: Liệt kê đủ mười hai trạng thái mà hai khung con phải xử lý để không bỏ sót đường rẽ nào lúc dựng.
Thành phần hiển thị: Tiêu đề khối và mười hai thẻ trạng thái xếp thành ba hàng bốn cột; mỗi thẻ có tiêu đề và một đoạn mô tả hành vi.
Chức năng và logic: Thuần hiển thị tài liệu. Bốn trạng thái phụ thuộc vai người xem là chỗ dễ mất nhất: chờ duyệt được duyệt; chờ duyệt tự lập; đang hiệu lực; và đang hiệu lực tự lập.",,,,,,
"7.1","img-032","Thẻ trạng thái Rỗng khi tạo","空状態カード(作成)","Empty create state card","label","thẻ trạng thái",,,,,,,,,"Mục đích và ngữ cảnh: Mô tả khung tạo lúc vừa mở; chưa nhập gì.
Thành phần hiển thị: Thẻ tiêu đề Rỗng (tạo) kèm mô tả form trống và nút tạo tắt cho tới khi đủ ngày hiệu lực; nội dung và lý do.
Chức năng và logic: Thuần hiển thị tài liệu. Nút tắt là mặc định; không phải trạng thái lỗi.",,,,,,
"7.2","img-033","Thẻ trạng thái Hết hạn mức năm","年間上限到達カード","Annual quota exhausted card","label","thẻ trạng thái",,,,,,,,,"Mục đích và ngữ cảnh: Mô tả khung tạo khi đã dùng hết 4 lần đổi rule trong năm.
Thành phần hiển thị: Thẻ tiêu đề Hết hạn mức năm kèm mô tả đã 4 trên 4 lần; form tạo tắt kèm lý do và không cho gửi rồi mới báo lỗi.
Chức năng và logic: Thuần hiển thị tài liệu. Chặn ở màn trước khi gửi là yêu cầu thiết kế; không chỉ chặn ở server.",,,,,,
"7.3","img-034","Thẻ trạng thái Đang tải và lỗi tải","読み込み・読み込み失敗カード","Loading and load error card","label","thẻ trạng thái",,,,,,,,,"Mục đích và ngữ cảnh: Mô tả hai trạng thái nạp dữ liệu của cả hai khung.
Thành phần hiển thị: Thẻ tiêu đề Đang tải / lỗi tải kèm mô tả khung trang hiện trước và lỗi truy vấn thì báo kèm nút tải lại.
Chức năng và logic: Thuần hiển thị tài liệu. Lỗi truy vấn phải cho người dùng thử lại; không được để màn trắng.",,,,,,
"7.4","img-035","Thẻ trạng thái Không tìm thấy","未検出カード","Not found card","label","thẻ trạng thái",,,,,,,,,"Mục đích và ngữ cảnh: Mô tả hành vi khi mở một phiên bản không tồn tại.
Thành phần hiển thị: Thẻ tiêu đề Không tìm thấy kèm mô tả phiên bản không tồn tại thì ra trang không tìm thấy.
Chức năng và logic: Thuần hiển thị tài liệu. Trả trang không tìm thấy là có chủ đích để không lộ sự tồn tại của tài nguyên.",,,,,,
"7.5","img-036","Thẻ trạng thái Không có quyền","権限なしカード","No permission card","label","thẻ trạng thái",,,,,,,,,"Mục đích và ngữ cảnh: Mô tả hành vi khi người dùng không thuộc quản trị rule.
Thành phần hiển thị: Thẻ tiêu đề Không có quyền kèm mô tả ngoài quản trị rule thì không vào được và cả ba đường ghi tạo; duyệt; rollback đều không gọi được.
Chức năng và logic: Thuần hiển thị tài liệu. Chặn phải áp cho cả trang và cả ba đường ghi; chặn ở một phía là hở.",,,,,,
