No,itemId,itemName,nameJP,nameTrans,itemType,itemSubtype,buttonType,dataType,required,format,minLength,maxLength,defaultValue,validationNote,description,userAction,transitionNote,databaseTable,databaseColumn,databaseNote,qa
"4.5","img-014","Trường lý do ngoại lệ","理由","Exception reason","textarea","multiline_text",,"string","true",,,"1000","8 thùng hỏng bao bì tại kho; người nhận từ chối nhận phần này","Điều kiện: lý do rỗng hoặc chỉ gồm khoảng trắng
Lỗi: ""Vui lòng nhập lý do ngoại lệ.""","Mục đích và ngữ cảnh: thoả nghiệm thu của FR-DEL-03 về danh sách lý do; đây là trường mà phía đối chiếu đọc thay cho gọi điện hỏi
Thành phần hiển thị: nhãn hai ngôn ngữ có dấu bắt buộc; một ô nhập nhiều dòng; một chú thích nói rõ không được để trống
Chức năng và logic: bắt buộc; cắt khoảng trắng hai đầu trước khi kiểm rỗng",,,,,"Thiết kế đòi trường này; prototype CHƯA TỒN TẠI bảng hay cột nào lưu ngoại lệ giao hàng nên để trống.","- Lý do là chữ tự do; hay chọn từ một danh mục lý do cố định rồi ghi thêm chú thích? Nghiệm thu nói có danh sách lý do nên có thể đang đòi một danh mục chứ không phải ô chữ tự do.
- Định dạng của ô lý do còn thiếu: chữ tự do không cấu trúc; hay phải theo một khuôn nhất định để báo cáo đọc lại được?"
"4.6","img-015","Trường người xác nhận ngoại lệ","実施者","Confirmed by","label","readonly_field",,"string","true",,,,"Người dùng B (từ phiên đăng nhập)",,"Mục đích và ngữ cảnh: thoả nửa còn lại của nghiệm thu FR-DEL-03: mỗi ngoại lệ có người chịu trách nhiệm
Thành phần hiển thị: nhãn hai ngôn ngữ có dấu bắt buộc; một ô chỉ đọc; một chú thích dẫn nghiệm thu
Chức năng và logic: hệ thống đặt từ phiên đăng nhập; không bao giờ nhận từ dữ liệu người gửi lên",,,,,"Thiết kế đòi trường này; prototype CHƯA TỒN TẠI bảng hay cột nào lưu ngoại lệ giao hàng nên để trống.",
"4.7","img-016","Trường ngày nghiệp vụ của ngoại lệ","業務日","Business date","label","readonly_field",,"date","true","YYYY-MM-DD",,,"2026-09-09 (JST)",,"Mục đích và ngữ cảnh: quyết định bản ghi ngoại lệ thuộc kỳ nào; đây là trường ảnh hưởng trực tiếp tới số đối chiếu
Thành phần hiển thị: nhãn hai ngôn ngữ có dấu bắt buộc; một ô chỉ đọc; một chú thích về hệ quả lên bảng đối chiếu
Chức năng và logic: hệ thống đặt theo ngày nghiệp vụ hiện tại giờ Nhật; không nhận từ dữ liệu người gửi lên",,,,,"Thiết kế đòi trường này; prototype CHƯA TỒN TẠI bảng hay cột nào lưu ngoại lệ giao hàng nên để trống.","- Ngoại lệ phát hiện muộn thì thuộc ngày phát hiện hay ngày của lần giao gốc? Hai cách cho hai bảng đối chiếu khác nhau; và nếu là ngày của lần giao gốc thì ngày đó có thể đã bị khoá."
"4.8","img-017","Trường ảnh và chứng từ bằng chứng","証拠画像・書類","Evidence image or document","file_or_image","file_upload",,,"false",,,,"Chọn tệp… (không bắt buộc)","Điều kiện: loại tệp không thuộc danh sách loại được phép
Lỗi: ""Loại tệp không được phép.""
Điều kiện: kích thước tệp vượt hạn mức cho phép
Lỗi: ""Tệp vượt kích thước cho phép.""","Mục đích và ngữ cảnh: giữ bằng chứng của chênh lệch để phía đối chiếu và kiểm toán về sau đọc lại được
Thành phần hiển thị: nhãn; một ô chọn tệp; một chú thích dẫn chính sách lưu trữ và ranh giới phạm vi
Chức năng và logic: không bắt buộc; kiểm loại tệp và kích thước ở phía máy chủ; không tự phán định chất lượng hàng từ ảnh",,,,,"Thiết kế đòi trường này; prototype CHƯA TỒN TẠI bảng hay cột nào lưu ngoại lệ giao hàng nên để trống.","- Danh sách loại tệp và hạn mức kích thước cho bằng chứng ngoại lệ là gì; và một ngoại lệ đính kèm được bao nhiêu tệp? Nguồn thiết kế nói chính sách lưu trữ nhưng không cho con số nào cho lần tải lên.
- Định dạng tệp bằng chứng còn thiếu: những loại tệp nào được nhận; và có yêu cầu độ phân giải tối thiểu cho ảnh hiện trường không?"
"4.9","img-018","Nút ghi ngoại lệ","例外記録ボタン","Record exception button","button",,"text_only",,,,,,,,"Mục đích và ngữ cảnh: thao tác duy nhất sinh ra dữ liệu ngoại lệ trong toàn hệ thống
Thành phần hiển thị: một nút chữ
Chức năng và logic: vô hiệu khi đang gửi; ghi bản ghi ngoại lệ trước rồi mới chuyển trạng thái giao hàng để không mất bằng chứng nếu bước sau thất bại","on_click","Ở lại màn; thêm một dòng vào bảng ngoại lệ đã ghi; chuyển trạng thái giao hàng sang ngoại lệ; khoá đường chốt hoàn tất ở SC-16",,,"Thiết kế đòi đường ghi này; prototype CHƯA TỒN TẠI endpoint hay bảng nào ghi được ngoại lệ nên nút chưa có chỗ để gọi tới.",
"4.10","img-019","Ghi chú hậu quả sau khi ghi ngoại lệ","記録後注記","Post-record note","label","inline_note",,,,,,,,,"Mục đích và ngữ cảnh: chốt hai hệ quả của thao tác ghi và giải thích vì sao không có đường sửa
Thành phần hiển thị: một đoạn chú thích hai dòng dẫn FR-CORR-02
Chức năng và logic: tĩnh; là ràng buộc thiết kế nối SC-17 với SC-16 và với đường điều chỉnh có kiểm soát",,,,,,
"5","img-020","Khối bảng ngoại lệ đã ghi","記録済み例外パネル","Recorded exception panel","others","list_panel",,,,,,,,,"Mục đích và ngữ cảnh: cho thấy nghiệm thu của FR-DEL-03 đã đạt: có danh sách lý do và người xác nhận đọc lại được
Thành phần hiển thị: một bảng tám cột kèm một chú thích về hai chỗ tiêu thụ dữ liệu
Chức năng và logic: chỉ đọc; là nguồn của báo cáo ngoại lệ và của phần ngoại lệ đủ điều kiện trong bảng đối chiếu ngày",,,,,,
"5.1","img-021","Bảng ngoại lệ tám cột","例外テーブル","Exception table","table","data_table",,,,,,,,,"Mục đích và ngữ cảnh: bề mặt đọc lại của dữ liệu ngoại lệ; là nơi phía đối chiếu tra khi thấy chênh lệch
Thành phần hiển thị: tám cột: ngày nghiệp vụ; giao dịch; lần giao; loại; số lượng; lý do; người xác nhận; bằng chứng
Chức năng và logic: chỉ đọc; lọc được theo ngày nghiệp vụ và loại ngoại lệ vì đó là hai bộ lọc bắt buộc của báo cáo tiêu thụ",,,,,"Thiết kế đòi bảng này; prototype CHƯA TỒN TẠI thực thể ngoại lệ giao hàng nào nên cả tám cột đều chưa có nguồn.","- Bảng này liệt ngoại lệ của một phiếu giao hàng đang xem; hay của cả ngày nghiệp vụ? Bảng ba dòng mẫu trên hình có ba mã giao dịch khác nhau nên đang nghiêng về phạm vi cả ngày."
"5.1.1","img-022","Hàng tiêu đề bảng ngoại lệ","テーブル見出し行","Table header row","label","table_header",,,,,,,,,"Mục đích và ngữ cảnh: gọi tên tám cột của bảng ngoại lệ
Thành phần hiển thị: tám ô tiêu đề chữ tiếng Việt
Chức năng và logic: tĩnh; không sắp xếp được theo cột ở bản thiết kế này",,,,,,
"5.1.2","img-023","Dòng ngoại lệ (đại diện cho ba dòng mẫu)","例外行","Exception row","label","table_row",,,,"ngày YYYY-MM-DD; số lượng hai chữ số thập phân",,,,,"Mục đích và ngữ cảnh: một dòng là một ngoại lệ đã ghi; đọc ngang là biết loại; số lượng; lý do và ai xác nhận
Thành phần hiển thị: tám ô dữ liệu; ô lần giao là dấu gạch khi ngoại lệ thuộc cấp phiếu giao hàng; ô bằng chứng đếm số tệp
Chức năng và logic: chỉ đọc; ba dòng mẫu trên hình gộp làm một dòng đại diện vì chỉ khác giá trị",,,,,"Ba dòng mẫu chỉ khác giá trị nên gộp thành một dòng đại diện; prototype CHƯA TỒN TẠI bảng ngoại lệ nên dòng này chưa có nguồn.",
"5.2","img-024","Ghi chú hai chỗ tiêu thụ dữ liệu ngoại lệ","消費先注記","Downstream consumer note","label","inline_note",,,,,,,,,"Mục đích và ngữ cảnh: chỉ ra hai chỗ phụ thuộc dữ liệu của màn để thấy rõ hệ quả khi màn chưa có
Thành phần hiển thị: một đoạn chú thích một dòng dẫn RPT-04 và FR-SETTLE-01
Chức năng và logic: tĩnh; là ràng buộc phụ thuộc giữa SC-17; SC-18 và danh mục báo cáo",,,,,,
"6","img-025","Khối trạng thái màn","画面状態パネル","Screen state panel","others","state_panel",,,,,,,,,"Mục đích và ngữ cảnh: liệt đủ trạng thái màn phải xử lý gồm cả loại ngoại lệ không ghi được bằng đường lần giao
Thành phần hiển thị: sáu thẻ trạng thái xếp hai hàng
Chức năng và logic: tĩnh; là phần đặc tả đi kèm màn",,,,,,
"6.1","img-026","Thẻ trạng thái Chưa có lần giao nào","配送実績なし","No shipment yet state","label","state_card",,,,,,,,,"Mục đích và ngữ cảnh: cho phép ghi ngoại lệ trước khi có lần giao nào
Thành phần hiển thị: điều kiện và loại ngoại lệ áp dụng được
Chức năng và logic: trường lần giao liên quan để trống; ngoại lệ gắn vào cấp phiếu giao hàng",,,,,,
"6.2","img-027","Thẻ trạng thái Giao hàng đã hoàn tất","配送完了済み","Delivery completed state","label","state_card",,,,,,,,,"Mục đích và ngữ cảnh: bảo toàn số đã chốt
Thành phần hiển thị: form ở chế độ đọc kèm lời giải thích và đường đi tiếp
Chức năng và logic: chặn ghi khi phiếu giao hàng ở trạng thái cuối; chuyển người dùng sang đường yêu cầu điều chỉnh",,,,,,
"6.3","img-028","Thẻ trạng thái Ngày của lần giao đã lock","配送日ロック済み","Shipment day locked state","label","state_card",,,,,,,,,"Mục đích và ngữ cảnh: giữ số của ngày đã chốt bất biến
Thành phần hiển thị: một câu quy tắc và đường đi tiếp
Chức năng và logic: chặn ghi khi ngày nghiệp vụ của ngoại lệ đã bị khoá; đường ra là yêu cầu điều chỉnh có phê duyệt",,,,,,
"6.4","img-029","Thẻ trạng thái Giao thừa","過剰配送","Over-delivery state","label","state_card",,,,,,,,,"Mục đích và ngữ cảnh: giải thích vì sao giao thừa bắt buộc phải là một loại ngoại lệ
Thành phần hiển thị: một câu quy tắc nối với chặn trên của đường ghi lần giao
Chức năng và logic: đường ghi lần giao chặn số lượng vượt số lượng đặt nên giao thừa chỉ vào hệ thống qua màn này",,,,,,
"6.5","img-030","Thẻ trạng thái Đang gửi và Gửi lỗi","送信中・送信エラー","Submitting and submit error state","label","state_card",,,,,,,,,"Mục đích và ngữ cảnh: không để người dùng nhập lại cả form khi gửi lỗi
Thành phần hiển thị: nút vô hiệu khi đang gửi; thông báo lỗi gắn với trường sai
Chức năng và logic: giữ nguyên dữ liệu đã nhập qua lần gửi lỗi; chỉ rõ trường nào sai chứ không báo lỗi chung",,,,,,
"6.6","img-031","Thẻ trạng thái Không có quyền","権限なし","No permission state","label","state_card",,,,,,,,,"Mục đích và ngữ cảnh: phân biệt trục ghi và trục đọc của màn
Thành phần hiển thị: một câu quy tắc cho từng trục
Chức năng và logic: trục ghi chặn theo vai trò; trục đọc mở cho mọi vai đang hoạt động",,,,,,
"7","img-032","Khối đối chiếu thiết kế và prototype","プロトタイプ差分パネル","Prototype divergence panel","others","comparison_panel",,,,,,,,,"Mục đích và ngữ cảnh: gom mọi chỗ bản thi công lệch thiết kế vào một chỗ để không lẫn thiết kế với hiện trạng
Thành phần hiển thị: một bảng ba cột: thiết kế đòi; prototype làm; mức
Chức năng và logic: tĩnh; phần đối chiếu nằm ngoài phạm vi hành vi màn",,,,,,
"7.1","img-033","Bảng đối chiếu ba cột","差分テーブル","Divergence table","table","data_table",,,,,,,,,"Mục đích và ngữ cảnh: khai sáu chỗ lệch của màn ghi ngoại lệ kèm mức độ
Thành phần hiển thị: ba cột và sáu dòng; cột mức phân ba loại lệch
Chức năng và logic: tĩnh; chỉ liệt chỗ lệch chứ không liệt chỗ khớp",,,,,,
"8","img-034","Ghi chú chân màn về phân quyền đề xuất và phụ thuộc","画面フッター注記","Screen footer note","label","footer_note",,,,,,,,,"Mục đích và ngữ cảnh: khai phân quyền đề xuất và vẽ rõ hai đầu phụ thuộc của màn
Thành phần hiển thị: hai đoạn: phân quyền đề xuất; phụ thuộc vào và ra kèm đường dẫn tới bản spec
Chức năng và logic: tĩnh; là chú thích thiết kế",,,,,,
