No,itemId,itemName,nameJP,nameTrans,itemType,itemSubtype,buttonType,dataType,required,format,minLength,maxLength,defaultValue,validationNote,description,userAction,transitionNote,databaseTable,databaseColumn,databaseNote,qa
"3","img-011","Khối danh sách giao hàng","配送一覧パネル","Delivery list panel","others","list_panel",,,,,,,,,"Mục đích và ngữ cảnh: bề mặt chính của màn: cho biết giao dịch nào còn phải giao và đã giao được bao nhiêu
Thành phần hiển thị: một bảng tám cột kèm một dòng chú thích điều hướng bên dưới
Chức năng và logic: chỉ đọc; mỗi dòng là một cửa vào chi tiết giao hàng",,,,,,
"3.1","img-012","Bảng danh sách giao hàng tám cột","配送一覧テーブル","Delivery list table","table","data_table",,,,,,,,,"Mục đích và ngữ cảnh: cho thấy tiến độ giao của cả ngày trong một bảng; thoả nghiệm thu của FR-DEL-01 về trạng thái theo từng lần thực hiện
Thành phần hiển thị: tám cột: mã giao dịch; người tham gia; ngày nghiệp vụ; số lượng đặt; đã giao lũy kế; còn lại; số lần giao; trạng thái
Chức năng và logic: chỉ đọc; sắp theo ngày nghiệp vụ giảm dần và trong cùng ngày thì giao dịch còn hàng chưa giao lên trước",,,"delivery","status; delivered_qty","Prototype đọc hai cột này cùng với ba cột của giao dịch; ba cột thiết kế đòi thêm là người tham gia; số lượng còn lại và số lần giao thì màn hiện chưa có.","- Bảng phải phân trang ở kích thước nào? Nguồn thiết kế đặt ngày cao điểm ở khoảng một nghìn hai trăm giao dịch nên đổ hết một lần là không dùng được.
- Cột số lần giao đếm mọi lần giao; hay chỉ đếm lần giao đã xác nhận? Hai cách cho hai con số khi có lần giao đang chờ xác nhận."
"3.1.1","img-013","Hàng tiêu đề tám cột","テーブル見出し行","Table header row","label","table_header",,,,,,,,,"Mục đích và ngữ cảnh: gọi tên từng cột bằng cả hai ngôn ngữ để người vận hành và bên nghiệp vụ Nhật đọc cùng một bảng
Thành phần hiển thị: tám ô tiêu đề; mỗi ô một nhãn tiếng Việt trên một nhãn tiếng Nhật
Chức năng và logic: tĩnh; không sắp xếp được theo cột ở bản thiết kế này",,,,,,
"3.1.2","img-014","Dòng giao dịch (đại diện cho bốn dòng mẫu)","取引行","Transaction row","label","table_row",,,,"số lượng hai chữ số thập phân; ngày YYYY-MM-DD",,,,,"Mục đích và ngữ cảnh: mỗi dòng là một giao dịch có chỉ thị giao hàng; đọc ngang một dòng là biết còn phải giao bao nhiêu
Thành phần hiển thị: tám ô dữ liệu; ô cuối là nhãn trạng thái
Chức năng và logic: bấm vào dòng thì mở chi tiết; bốn dòng mẫu trên hình gộp làm một dòng đại diện vì chỉ khác giá trị","on_click","Mở SC-16 chi tiết giao hàng của đúng giao dịch trên dòng","delivery","delivered_qty; status","Bốn dòng mẫu chỉ khác nhau ở giá trị nên gộp thành một dòng đại diện; prototype đọc đúng hai cột này còn cột còn lại và số lần giao thì tính ở tầng ứng dụng hoặc chưa có.",
"3.1.3","img-015","Nhãn trạng thái giao hàng trên dòng","状態バッジ","Delivery status badge","label","status_badge",,,,"một trong bốn trạng thái của FR-DEL-01",,,,,"Mục đích và ngữ cảnh: trả lời câu hỏi thường xuyên nhất của khâu giao nhận: dòng này đang ở bước nào
Thành phần hiển thị: một nhãn chữ mang tên trạng thái bằng hai ngôn ngữ
Chức năng và logic: giá trị lấy từ trạng thái giao hàng; bốn giá trị theo FR-DEL-01",,,"delivery","status","Prototype có đủ bốn giá trị ở tầng dữ liệu và đủ nhãn hai ngôn ngữ để vẽ; nhưng giá trị ngoại lệ không đường ghi nào đặt được nên nhãn đó chưa bao giờ xuất hiện.",
"3.2","img-016","Ghi chú điều hướng và lũy kế","遷移注記","Navigation note","label","inline_note",,,,,,,,,"Mục đích và ngữ cảnh: nói rõ ranh giới đọc và ghi giữa màn danh sách và hai màn tiếp theo
Thành phần hiển thị: một đoạn chú thích hai dòng nhắc SC-16; SC-17 và hai cột lũy kế
Chức năng và logic: tĩnh; đây là chú thích thiết kế chứ không phải thành phần chạy",,,,,,
"4","img-017","Khối nghĩa nghiệp vụ của bốn trạng thái","状態定義パネル","Status definition panel","others","reference_panel",,,,,,,,,"Mục đích và ngữ cảnh: chốt nghĩa nghiệp vụ của bốn trạng thái để tầng sau không tự diễn giải khác
Thành phần hiển thị: bốn thẻ định nghĩa xếp một hàng
Chức năng và logic: tĩnh; là phần đặc tả đi kèm màn",,,,,,
"4.1","img-018","Thẻ định nghĩa trạng thái Chờ","待機状態カード","Pending status card","label","definition_card",,,,,,,,,"Mục đích và ngữ cảnh: mốc đầu của vòng đời giao hàng
Thành phần hiển thị: tên trạng thái và điều kiện nhận biết
Chức năng và logic: trạng thái mặc định khi phiếu giao hàng vừa lập; lũy kế bằng không",,,,,,
"4.2","img-019","Thẻ định nghĩa trạng thái Đang giao","配送中状態カード","In-transit status card","label","definition_card",,,,,,,,,"Mục đích và ngữ cảnh: trạng thái lặp của vòng đời giao hàng một phần
Thành phần hiển thị: tên trạng thái; điều kiện nhận biết; dẫn chiếu sơ đồ FIG-029
Chức năng và logic: còn lại lớn hơn không thì mỗi lần giao mới vẫn giữ nguyên trạng thái này",,,,,,
"4.3","img-020","Thẻ định nghĩa trạng thái Hoàn tất","完了状態カード","Completed status card","label","definition_card",,,,,,,,,"Mục đích và ngữ cảnh: trạng thái cuối; là điều kiện để giao hàng vào bảng đối chiếu ngày
Thành phần hiển thị: tên trạng thái; điều kiện chốt; ghi chú không quay lại
Chức năng và logic: chỉ đặt được bằng thao tác chốt của người có quyền; số lượng về không không tự chuyển trạng thái",,,,,,
"4.4","img-021","Thẻ định nghĩa trạng thái Ngoại lệ","例外状態カード","Exception status card","label","definition_card",,,,,,,,,"Mục đích và ngữ cảnh: trạng thái đại diện nhánh có chênh lệch của FIG-014
Thành phần hiển thị: tên trạng thái; bốn loại ngoại lệ; dẫn chiếu FE-023 và FR-DEL-03
Chức năng và logic: đặt được khi có bản ghi ngoại lệ; nguồn ngoại lệ nằm ở màn SC-17",,,,,,
"5","img-022","Khối trạng thái màn","画面状態パネル","Screen state panel","others","state_panel",,,,,,,,,"Mục đích và ngữ cảnh: liệt đủ trạng thái màn phải xử lý để phía thi công không bỏ sót trạng thái rỗng và lỗi
Thành phần hiển thị: sáu thẻ trạng thái xếp hai hàng
Chức năng và logic: tĩnh; là phần đặc tả đi kèm màn",,,,,,
"5.1","img-023","Thẻ trạng thái Có dữ liệu","データあり","Has data state","label","state_card",,,,,,,,,"Mục đích và ngữ cảnh: định thứ tự mặc định của bảng theo việc cần làm trước
Thành phần hiển thị: điều kiện và quy tắc sắp xếp
Chức năng và logic: sắp hai mức: ngày nghiệp vụ giảm dần rồi ưu tiên dòng còn hàng chưa giao",,,,,,
"5.2","img-024","Thẻ trạng thái Rỗng","空状態","Empty state","label","state_card",,,,,,,,,"Mục đích và ngữ cảnh: bắt buộc phân biệt hai loại rỗng vì hai loại dẫn tới hai việc khác nhau
Thành phần hiển thị: hai câu thông báo khác nhau và một đường xoá bộ lọc
Chức năng và logic: chọn câu theo việc có tiêu chí lọc đang đặt hay không",,,,,,
"5.3","img-025","Thẻ trạng thái Đang tải và Lỗi tải","読み込み中・読み込みエラー","Loading and load error state","label","state_card",,,,,,,,,"Mục đích và ngữ cảnh: giữ người dùng ở lại màn thay vì rơi về trang trắng hay trang lỗi chung
Thành phần hiển thị: khung bảng tạm khi đang tải; khối lỗi kèm nút thử lại khi tải lỗi
Chức năng và logic: tiêu chí lọc được giữ qua lần thử lại để không phải nhập lại",,,,,,
"5.4","img-026","Thẻ trạng thái Ngày đã lock","ロック済み業務日","Locked business day state","label","state_card",,,,,,,,,"Mục đích và ngữ cảnh: nói rõ lock tác động lên trục ghi chứ không lên trục đọc
Thành phần hiển thị: một câu quy tắc và hệ quả trên màn này
Chức năng và logic: màn không có đường ghi nên trạng thái này không đổi gì trên giao diện",,,,,,
"5.5","img-027","Thẻ trạng thái Không có quyền","権限なし","No permission state","label","state_card",,,,,,,,,"Mục đích và ngữ cảnh: khai rõ trục đọc không chặn theo vai trò ở màn này
Thành phần hiển thị: một câu quy tắc và chỉ chỗ nơi vai trò thật sự khác nhau
Chức năng và logic: màn chỉ đòi phiên đăng nhập còn hiệu lực; không kiểm vai trò",,,,,,
"5.6","img-028","Thẻ trạng thái Khối lượng ngày cao điểm","繁忙日ボリューム","Peak day volume state","label","state_card",,,,,,,,,"Mục đích và ngữ cảnh: đặt yêu cầu hiệu năng thành một trạng thái phải thiết kế chứ không phải việc tối ưu sau
Thành phần hiển thị: con số tải thiết kế và quy tắc lọc ở tầng truy vấn
Chức năng và logic: phân trang và lọc phải nằm ở truy vấn; không đọc hết bảng rồi lọc trong bộ nhớ",,,,,,
"6","img-029","Khối đối chiếu thiết kế và prototype","プロトタイプ差分パネル","Prototype divergence panel","others","comparison_panel",,,,,,,,,"Mục đích và ngữ cảnh: gom mọi chỗ bản thi công lệch thiết kế vào một chỗ để người đọc không lẫn thiết kế với hiện trạng
Thành phần hiển thị: một bảng ba cột: thiết kế đòi; prototype làm; mức
Chức năng và logic: tĩnh; phần đối chiếu nằm ngoài phạm vi hành vi màn",,,,,,
"6.1","img-030","Bảng đối chiếu ba cột","差分テーブル","Divergence table","table","data_table",,,,,,,,,"Mục đích và ngữ cảnh: khai năm chỗ lệch của màn danh sách giao hàng kèm mức độ
Thành phần hiển thị: ba cột và năm dòng; cột mức phân ba loại lệch
Chức năng và logic: tĩnh; chỉ liệt chỗ lệch chứ không liệt chỗ khớp",,,,,,
"7","img-031","Ghi chú chân màn về phân quyền và vị trí trong luồng","画面フッター注記","Screen footer note","label","footer_note",,,,,,,,,"Mục đích và ngữ cảnh: đặt màn vào đúng chỗ trong khung giờ vận hành và nói rõ đường đi tiếp
Thành phần hiển thị: ba đoạn: phân quyền; vị trí trong luồng; đường dẫn tới bản as-built
Chức năng và logic: tĩnh; là chú thích thiết kế",,,,,,"- Khung giờ vận hành có phải là ràng buộc chức năng của màn không; ví dụ chặn ghi nhận giao hàng ngoài đoạn 05:00–08:00? Nguồn thiết kế mô tả khung giờ nhưng không nói có chặn."
